Name E(MP2/CBS) E(HF/aDZ) E(HF/aDZ-ACP_Comp)
bse49_B-Cl_61_AB -1290.0336439117 -1287.8387133800 -1290.03357852
bse49_B-Cl_62_AB -1290.0389912607 -1287.8437266300 -1290.03888446
bse49_B-Cl_63_AB -1290.0405629851 -1287.8485416600 -1290.04061805
bse49_B-Cl_64_AB -1214.8890734723 -1212.9807209800 -1214.88876607
bse49_B-Cl_65_AB -1214.8948824217 -1212.9892979900 -1214.89495685
bse49_B-Cl_66_AB -1214.8952936954 -1212.9909360700 -1214.89542344
bse49_B-Cl_67_AB -1379.9691544206 -1377.4530962100 -1379.96856162
bse49_B-Cl_68_AB -1379.9698126204 -1377.4509154600 -1379.96930018
bse49_B-Cl_69_AB -2119.4409324976 -2117.1653378100 -2119.44080007
bse49_B-Cl_6_A -618.9018017983 -617.9037441700 -618.90159913
bse49_B-Cl_6_AB -1078.7836907241 -1077.5173940200 -1078.78322231
bse49_B-Cl_70_AB -1329.0330611818 -1326.6052523200 -1329.03234759
bse49_B-Cl_71_A -599.5372825801 -598.7057421900 -599.53699070
bse49_B-Cl_71_AB -1059.4187817484 -1058.3231184300 -1059.41878661
bse49_B-Cl_72_A -371.3407834930 -369.6607054200 -371.34011736
bse49_B-Cl_72_AB -831.2270298349 -829.2859900400 -831.22746643
bse49_B-Cl_73_A -253.0859510278 -251.8946865600 -253.08474242
bse49_B-Cl_73_AB -712.9745019985 -711.5207846400 -712.97435816
bse49_B-Cl_74_A -443.1386528220 -441.2942625600 -443.13640719
bse49_B-Cl_74_AB -903.0232226043 -900.9175990900 -903.02208384
bse49_B-Cl_75_A -758.6067571048 -756.8669445000 -758.60646253
bse49_B-Cl_75_AB -1218.4914202925 -1216.4848665800 -1218.49089763
bse49_B-Cl_76_A -617.6939131832 -616.7327642500 -617.69300397
bse49_B-Cl_76_AB -1077.5582824779 -1076.3355290900 -1077.55731002
bse49_B-Cl_77_A -716.8705698534 -715.5955417700 -716.86975516
bse49_B-Cl_77_AB -1176.7301888064 -1175.1947430600 -1176.72990026
bse49_B-Cl_78_A -656.9429729933 -655.7756673400 -656.94193297
bse49_B-Cl_78_AB -1116.8125171645 -1115.3836706800 -1116.81168379
bse49_B-Cl_79_A -272.9635724705 -271.7339369600 -272.96236933
bse49_B-Cl_79_AB -732.8512047595 -731.3597353700 -732.85107271
bse49_B-Cl_7_A -983.4832735384 -982.7160359400 -983.48354042
bse49_B-Cl_7_AB -1443.3659339702 -1442.3317049300 -1443.36597747
bse49_B-Cl_80_A -821.8816741810 -820.3958885700 -821.88158849
bse49_B-Cl_80_AB -1281.7663032236 -1280.0124752000 -1281.76584345
bse49_B-Cl_81_A -1901.7757132476 -1900.5360749000 -1901.77605702
bse49_B-Cl_81_AB -2361.6589570227 -2360.1482452600 -2361.65893426
bse49_B-Cl_8_A -1442.6303569684 -1441.6291577700 -1442.63021577
bse49_B-Cl_8_AB -1902.5138395485 -1901.2448539300 -1902.51351944
bse49_B-Cl_9_A -2152.9677157085 -2151.7757032500 -2152.96678810
bse49_B-Cl_9_AB -2612.8476196159 -2611.3866328100 -2612.84619484
bse49_B-F_10_A -713.1736335771 -711.5995205400 -713.17336375
bse49_B-F_10_AB -813.1141684015 -811.1816955900 -813.11381509
bse49_B-F_11_A -514.6329689046 -513.7186727200 -514.63246047
bse49_B-F_11_AB -614.5715360985 -613.3007982700 -614.57139431
bse49_B-F_12_A -466.6440733853 -466.0273724600 -466.64377103
bse49_B-F_12_AB -566.5836102712 -565.6094891400 -566.58305066
bse49_B-F_13_A -545.1428775317 -544.1071558200 -545.14288939
bse49_B-F_13_AB -645.0819404771 -643.6899077400 -645.08177643
bse49_B-F_14_A -623.5343925685 -622.6722652600 -623.53432734
bse49_B-F_14_AB -723.4774058696 -722.2588918900 -723.47772926
bse49_B-F_15_A -1082.6808439222 -1081.5860562900 -1082.68038870
bse49_B-F_15_AB -1182.6234522861 -1181.1721756400 -1182.62329600
bse49_B-F_16_A -1541.8262112963 -1540.4934908400 -1541.82624909
bse49_B-F_16_AB -1641.7682551935 -1640.0784404000 -1641.76857470
bse49_B-F_17_A -242.8696895884 -241.8256901900 -242.86993145
bse49_B-F_17_AB -342.8148802552 -341.4147475800 -342.81533532
bse49_B-F_18_A -203.6275115670 -202.7893668400 -203.62795227
bse49_B-F_18_AB -303.5731886390 -302.3785309300 -303.57375084
bse49_B-F_19_A -282.1133634176 -280.8638281800 -282.11339580
bse49_B-F_19_AB -382.0584848797 -380.4531130100 -382.05876397
bse49_B-F_1_A -522.9173632154 -522.2736681900 -522.91715828
bse49_B-F_1_AB -622.8563294632 -621.8559164300 -622.85727498
bse49_B-F_20_A -282.1145607632 -280.8665379600 -282.11452461
bse49_B-F_20_AB -382.0601875315 -380.4562624100 -382.06049293
bse49_B-F_21_A -242.8712120137 -241.8280832200 -242.87137282
bse49_B-F_21_AB -342.8166261030 -341.4172270200 -342.81697717
bse49_B-F_23_A -692.2571471519 -690.7146593100 -692.25673787
bse49_B-F_23_AB -792.1986081225 -790.2983852300 -792.19767156
bse49_B-F_24_A -748.3698663130 -746.7652660700 -748.36941242
bse49_B-F_24_AB -848.3094652364 -846.3467108300 -848.30886629
bse49_B-F_25_A -313.5196664677 -312.3433276400 -313.51935444
bse49_B-F_25_AB -413.4620520513 -411.9280230900 -413.46217757
bse49_B-F_26_A -352.7462423910 -351.3680421400 -352.74613838
bse49_B-F_26_AB -452.6890053140 -450.9528903300 -452.68933980
bse49_B-F_27_A -767.5251950082 -765.6829916800 -767.52540412
bse49_B-F_27_AB -867.4676241639 -865.2709798200 -867.46854477
bse49_B-F_28_A -337.5289770958 -336.3240688000 -337.52916799
bse49_B-F_28_AB -437.4712971804 -435.9091369000 -437.47154208
bse49_B-F_29_A -202.3992471812 -201.6046485900 -202.40009274
bse49_B-F_29_AB -302.3468143805 -301.1924157100 -302.34710425
bse49_B-F_2_A -562.1597869311 -561.3080906100 -562.16012912
bse49_B-F_2_AB -662.0969120857 -660.8892356400 -662.09789450
bse49_B-F_30_A -201.1635341813 -200.3970221100 -201.16424631
bse49_B-F_30_AB -301.1099272753 -299.9828530200 -301.11029171
bse49_B-F_31_A -217.2590273816 -216.4507803900 -217.25916337
bse49_B-F_31_AB -317.2052394407 -316.0363507900 -317.20468016
bse49_B-F_32_A -615.0249934954 -613.9936121900 -615.02548584
bse49_B-F_32_AB -714.9622826119 -713.5739724800 -714.96370043
bse49_B-F_33_A -293.6454556273 -292.5080347000 -293.64537040
bse49_B-F_33_AB -393.5900468115 -392.0958656200 -393.58992325
bse49_B-F_34_A -332.8805404426 -331.5386233200 -332.88058903
bse49_B-F_34_AB -432.8256259969 -431.1266103100 -432.82570349
bse49_B-F_35_A -372.1176584782 -370.5678526300 -372.11758554
bse49_B-F_35_AB -472.0590565254 -470.1533164600 -472.05902830
bse49_B-F_36_A -615.0578517667 -614.0224606400 -615.05806277
bse49_B-F_36_AB -714.9966616949 -713.6056737400 -714.99646763
bse49_B-F_37_A -636.0818035528 -634.9794599600 -636.08222063
bse49_B-F_37_AB -736.0250539039 -734.5647665700 -736.02589069
bse49_B-F_38_A -787.5963617480 -785.7894884800 -787.59544324
bse49_B-F_38_AB -887.5356611165 -885.3709236200 -887.53425284
bse49_B-F_39_A -712.4350757291 -710.9290475300 -712.43506291
bse49_B-F_39_AB -812.3736962964 -810.5102226600 -812.37344853
bse49_B-F_3_A -200.3671789191 -199.6412297600 -200.36614193
bse49_B-F_3_AB -300.3095425419 -299.2298063700 -300.31048384
bse49_B-F_40_AB -357.6393061539 -356.2335714800 -357.63851163
bse49_B-F_41_AB -318.3862712679 -317.1864537600 -318.38537782
bse49_B-F_42_AB -357.6249872933 -356.2210710700 -357.62463688
bse49_B-F_43_AB -396.8716566475 -395.2599046900 -396.87106161
bse49_B-F_44_A -292.4468376337 -291.3435461700 -292.44690451
bse49_B-F_44_AB -392.3874789488 -390.9285151600 -392.38830758
bse49_B-F_45_A -292.4877016067 -291.3842533400 -292.48786025
bse49_B-F_45_AB -392.4273857761 -390.9683658300 -392.42766712
bse49_B-F_46_AB -393.5139920278 -392.0187940700 -393.51331688
bse49_B-F_47_AB -432.7653025505 -431.0625530100 -432.76438787
bse49_B-F_48_A -465.9616048933 -464.1277859300 -465.96129437
bse49_B-F_48_AB -565.9043184662 -563.7128590600 -565.90423350
bse49_B-F_49_A -389.8769589542 -388.3734773500 -389.87651421
bse49_B-F_49_AB -489.8217863226 -487.9621888100 -489.82156099
bse49_B-F_4_A -180.4854344421 -179.8022097100 -180.48443752
bse49_B-F_4_AB -280.4268559379 -279.3890605300 -280.42576959
bse49_B-F_50_A -507.5484116570 -505.4371629200 -507.54841081
bse49_B-F_50_AB -607.4930406917 -605.0255209600 -607.49334906
bse49_B-F_51_A -432.3999943032 -430.5749177000 -432.39983297
bse49_B-F_51_AB -532.3441305387 -530.1629761600 -532.34441490
bse49_B-F_52_A -393.1503562608 -391.5334153300 -393.15009986
bse49_B-F_52_AB -493.0948636765 -491.1214048700 -493.09466916
bse49_B-F_53_A -393.1761497341 -391.5542784800 -393.17596911
bse49_B-F_53_AB -493.1210439926 -491.1433617300 -493.12123155
bse49_B-F_54_A -353.9268042337 -352.5120481600 -353.92629742
bse49_B-F_54_AB -453.8719186777 -452.1010297900 -453.87170179
bse49_B-F_55_A -427.9758912451 -426.3084445100 -427.97631017
bse49_B-F_55_AB -527.9175009161 -525.8958444100 -527.91857655
bse49_B-F_56_AB -324.3339972146 -323.2227195600 -324.33586570
bse49_B-F_59_A -234.4994008230 -233.6091031000 -234.50020833
bse49_B-F_59_AB -334.4105758432 -333.1660045000 -334.40846689
bse49_B-F_5_A -219.7154364365 -218.8297489800 -219.71469818
bse49_B-F_5_AB -319.6558743992 -318.4160333500 -319.65542590
bse49_B-F_60_A -273.7405786007 -272.6475722900 -273.74171873
bse49_B-F_60_AB -373.6561310811 -372.2076925500 -373.65522931
bse49_B-F_61_A -447.3481997802 -445.5092128400 -447.34694632
bse49_B-F_61_AB -547.2908994430 -545.0986309200 -547.29140344
bse49_B-F_62_AB -471.7917415904 -469.8700375400 -471.79242663
bse49_B-F_63_AB -471.7926158851 -469.8742966500 -471.79366812
bse49_B-F_64_AB -471.7889632636 -469.8673250200 -471.78971401
bse49_B-F_65_AB -455.7560450206 -453.8777070300 -455.75609345
bse49_B-F_66_AB -570.1454080842 -567.7714651000 -570.14574483
bse49_B-F_67_AB -570.1481322097 -567.7730170200 -570.14830459
bse49_B-F_68_AB -570.1492418624 -567.7766559200 -570.14938055
bse49_B-F_69_AB -660.0787658427 -657.3824078500 -660.07851575
bse49_B-F_6_A -258.9497098958 -257.8586878100 -258.94879478
bse49_B-F_6_AB -358.8898498702 -357.4446293300 -358.88886720
bse49_B-F_70_AB -660.0794872313 -657.3805155500 -660.07917818
bse49_B-F_72_AB -609.1457058410 -606.5405828100 -609.14559027
bse49_B-F_73_A -239.5888624980 -238.6626856400 -239.58795705
bse49_B-F_73_AB -339.5300984828 -338.2505648900 -339.53103853
bse49_B-F_74_AB -471.2819032749 -469.2490451500 -471.28248217
bse49_B-F_75_AB -353.0229802446 -351.4781031800 -353.02158276
bse49_B-F_76_AB -543.0797617837 -540.8822845000 -543.07932101
bse49_B-F_77_A -398.6572546524 -396.8234041800 -398.65670531
bse49_B-F_77_AB -498.6027878401 -496.4132363300 -498.60256370
bse49_B-F_78_A -257.7353006470 -256.6800299400 -257.73461450
bse49_B-F_78_AB -357.6645410356 -356.2596351800 -357.66302345
bse49_B-F_79_A -296.9842483586 -295.7231976800 -296.98339893
bse49_B-F_79_AB -396.9174944403 -395.3066256400 -396.91576858
bse49_B-F_7_AB -429.4092267186 -427.7994217200 -429.40947856
bse49_B-F_80_AB -372.9033426689 -371.3201255000 -372.90247097
bse49_B-F_81_A -461.9333886971 -460.3518805300 -461.93302999
bse49_B-F_81_AB -561.8780832256 -559.9386985100 -561.87760832
bse49_B-F_8_A -263.5535631320 -262.6057023400 -263.55415907
bse49_B-F_8_AB -363.4977723732 -362.1937644500 -363.49831207
bse49_B-F_9_A -362.7342496635 -361.4712981800 -362.73419600
bse49_B-F_9_AB -462.6789989414 -461.0584961600 -462.67906110
bse49_B-P_10_A -420.5491549530 -419.9568982700 -420.54859966
bse49_B-P_10_AB -446.5541822995 -445.8043128600 -446.55414912
bse49_B-P_11_AB -752.1176992349 -749.9591842800 -752.11670958
bse49_B-P_12_A -459.7909121687 -458.9939303200 -459.79045087
bse49_B-P_12_AB -636.2729631254 -634.7307738600 -636.27310384
bse49_B-P_13_AB -747.0524114320 -745.1127566600 -747.05241613
bse49_B-P_15_AB -521.7902572097 -520.7490428100 -521.79012796
bse49_B-P_17_AB -614.7632958089 -613.2902417100 -614.76372777
bse49_B-P_18_AB -520.5579224541 -519.5564787400 -520.55807871
bse49_B-P_1_A -459.7823247059 -458.9907786900 -459.78230542
bse49_B-P_1_AB -485.7889625341 -484.8420824400 -485.78918329
bse49_B-P_20_AB -614.7629148868 -613.2903929100 -614.76310292
bse49_B-P_21_AB -1436.8959551754 -1435.5135310300 -1436.89594553
bse49_B-P_21_B -1260.4236175227 -1259.7806533000 -1260.42291437
bse49_B-P_22_A -120.4858098815 -119.9210872000 -120.48583443
bse49_B-P_22_AB -462.6766872952 -461.8886194900 -462.67737763
bse49_B-P_22_B -342.0471231528 -341.8742006100 -342.04647602
bse49_B-P_23_AB -840.6124099736 -838.2492585000 -840.61263291
bse49_B-P_24_AB -762.1244595902 -760.1728413900 -762.12453559
bse49_B-P_25_AB -801.3682707175 -799.2100554700 -801.36841041
bse49_B-P_26_A -499.0305716072 -498.0266279300 -499.03079117
bse49_B-P_26_AB -600.2743550880 -598.8196216400 -600.27483286
bse49_B-P_27_AB -822.0808056952 -820.0113236800 -822.08195494
bse49_B-P_28_AB -520.5034496652 -519.5108706200 -520.50296124
bse49_B-P_29_AB -460.1779541261 -459.4683582400 -460.17784113
bse49_B-P_2_AB -752.1168723314 -749.9558860700 -752.11621794
bse49_B-P_30_AB -598.7248350766 -597.2927382700 -598.72405354
bse49_B-P_31_AB -711.9285411762 -710.0406878800 -711.92868068
bse49_B-P_32_AB -637.9698305460 -636.3338955300 -637.96989145
bse49_B-P_33_AB -677.2489078769 -675.4029622300 -677.24879992
bse49_B-P_34_A -198.9498777855 -197.9744726100 -198.94992282
bse49_B-P_34_AB -619.6360959680 -618.0108574200 -619.63617342
bse49_B-P_35_A -537.0694828218 -535.8961307800 -537.06979600
bse49_B-P_35_AB -563.0771293276 -561.7496910100 -563.07722167
bse49_B-P_36_A -497.7954355766 -496.8291994300 -497.79561694
bse49_B-P_36_AB -523.8018602364 -522.6808423200 -523.80218270
bse49_B-P_37_A -576.3239234987 -574.9456728700 -576.32378370
bse49_B-P_37_AB -602.3303465949 -600.7968207800 -602.33009145
bse49_B-P_38_A -458.5506626188 -457.7881247900 -458.55039810
bse49_B-P_38_AB -484.5559628551 -483.6396561700 -484.55630270
bse49_B-P_39_AB -765.0103144776 -763.3837200400 -765.01022285
bse49_B-P_39_B -540.5024587716 -539.6704304200 -540.50308049
bse49_B-P_3_AB -636.2682722509 -634.7321803700 -636.26836578
bse49_B-P_40_AB -677.2444760057 -675.4038028600 -677.24462143
bse49_B-P_42_AB -722.8682096932 -721.1273473300 -722.86822040
bse49_B-P_43_A -436.5768754328 -435.9452461000 -436.57696484
bse49_B-P_43_AB -462.5842462685 -461.7968183900 -462.58496511
bse49_B-P_44_A -381.2965628815 -380.9147665900 -381.29606838
bse49_B-P_44_AB -407.3017882256 -406.7652411500 -407.30172965
bse49_B-P_45_AB -446.5548181364 -445.8176548700 -446.55496636
bse49_B-P_46_AB -485.8240602556 -484.8745123600 -485.82414336
bse49_B-P_47_AB -635.0434151692 -633.5437574800 -635.04401157
bse49_B-P_48_AB -481.2474610629 -480.4612276500 -481.24744957
bse49_B-P_49_A -459.7832712483 -458.9893497100 -459.78325814
bse49_B-P_49_AB -485.7896345229 -484.8402023300 -485.78971225
bse49_B-P_4_A -420.5384601317 -419.9517678100 -420.53844034
bse49_B-P_4_AB -597.0242271221 -595.6931014500 -597.02426239
bse49_B-P_50_AB -368.0526272137 -367.7272464700 -368.05245011
bse49_B-P_51_AB -423.4163902890 -422.8352182800 -423.41651986
bse49_B-P_52_A -445.9351099746 -445.2356894200 -445.93532875
bse49_B-P_52_AB -550.4775477655 -549.2052393300 -550.47658139
bse49_B-P_53_AB -797.2536076954 -795.1760555500 -797.25287172
bse49_B-P_54_AB -559.7717390324 -558.5709194400 -559.77170870
bse49_B-P_55_AB -599.0276693419 -597.6210907900 -599.02714880
bse49_B-P_56_A -533.7321822201 -532.6962800900 -533.73181234
bse49_B-P_56_AB -638.2718844917 -636.6603299600 -638.27133032
bse49_B-P_56_B -104.3821880209 -103.8676952700 -104.38258634
bse49_B-P_57_AB -654.1006458929 -652.4193921700 -654.10113852
bse49_B-P_59_AB -749.2069408445 -747.1849619900 -749.20730354
bse49_B-P_5_AB -446.5448520748 -445.8029268200 -446.54504885
bse49_B-P_60_AB -804.5018726247 -802.2246545600 -804.50196084
bse49_B-P_61_AB -804.5037774876 -802.2291213400 -804.50425869
bse49_B-P_62_AB -953.5307481415 -950.6896091500 -953.53049603
bse49_B-P_63_AB -953.5310812299 -950.6905308100 -953.53087149
bse49_B-P_64_AB -788.4555046474 -786.2231438800 -788.45602077
bse49_B-P_65_AB -788.4549324292 -786.2258042200 -788.45551531
bse49_B-P_66_AB -557.7797788132 -556.6544253600 -557.77974227
bse49_B-P_67_AB -518.5301757211 -517.6131852300 -518.53020388
bse49_B-P_68_AB -595.7947154956 -594.4995703300 -595.79500717
bse49_B-P_69_AB -673.9670138931 -672.2381546300 -673.96729757
bse49_B-P_70_AB -482.5395281703 -481.7077840200 -482.53935835
bse49_B-P_71_AB -443.2918776733 -442.6698392700 -443.29163910
bse49_B-P_73_AB -1169.8339641795 -1166.5231315200 -1169.83330521
bse49_B-P_74_AB -1361.6560445559 -1360.5665678000 -1361.65525563
bse49_B-P_75_AB -641.7222274279 -640.4503494500 -641.72285457
bse49_B-P_76_AB -752.8097072256 -750.6868917000 -752.80935104
bse49_B-P_77_A -458.5522422251 -457.7889961700 -458.55205250
bse49_B-P_77_AB -635.0370202580 -633.5304858000 -635.03711946
bse49_B-P_78_A -623.7665531551 -622.4292945900 -623.76597383
bse49_B-P_78_AB -649.7771437012 -648.2844952000 -649.77678642
bse49_B-P_79_AB -637.9888742741 -636.3557662300 -637.98852891
bse49_B-P_7_AB -485.7968478303 -484.8410702200 -485.79717305
bse49_B-P_80_AB -598.7409543872 -597.3177835400 -598.74074454
bse49_B-P_82_AB -788.4519596422 -786.2244108300 -788.45317958
bse49_B-P_83_AB -654.0763569968 -652.3973535100 -654.07633791
bse49_B-P_84_A -572.9752323334 -571.7348167900 -572.97486494
bse49_B-P_84_AB -598.9910697765 -597.5880702200 -598.99044938
bse49_B-P_86_A -136.5718455497 -135.9596927400 -136.57096945
bse49_B-P_86_AB -478.7626686298 -477.9278862500 -478.76277036
bse49_B-P_87_AB -1182.0473180389 -1180.0688286900 -1182.04806365
bse49_B-P_8_A -840.4883140207 -839.8728652500 -840.48762879
bse49_B-P_8_AB -1016.9583533394 -1015.6019133900 -1016.95746361
bse49_B-P_9_AB -597.0305303966 -595.6948798800 -597.03023753
bse49_B-S_10_AB -1251.1700157805 -1248.8644906300 -1251.16912088
bse49_B-S_11_A -1852.7808312433 -1851.3599879900 -1852.77977297
bse49_B-S_11_AB -2674.3885837669 -2672.3807200700 -2674.38884656
bse49_B-S_11_B -821.4525526944 -820.9181789600 -821.45114708
bse49_B-S_12_AB -1166.0120438064 -1163.8864425700 -1166.01204083
bse49_B-S_13_AB -1298.4033114986 -1297.2011149500 -1298.40296900
bse49_B-S_14_A -874.5561371314 -873.7176238000 -874.55610203
bse49_B-S_14_AB -1696.1598498855 -1694.7342044500 -1696.15963970
bse49_B-S_15_AB -1864.8153309621 -1861.7123137800 -1864.81717459
bse49_B-S_16_AB -1319.0674250554 -1317.9580021800 -1319.06711987
bse49_B-S_16_B -497.4449390810 -496.9251929200 -497.44395614
bse49_B-S_17_AB -1486.4737946168 -1484.4870880900 -1486.47362906
bse49_B-S_18_A -502.1607178019 -501.4322962300 -502.16065298
bse49_B-S_18_AB -900.6271032601 -899.6450016000 -900.62778738
bse49_B-S_19_AB -424.3324295441 -423.9796969400 -424.33283237
bse49_B-S_1_AB -1734.1805563893 -1732.5830898500 -1734.18054180
bse49_B-S_20_AB -1163.8664920826 -1161.8208268700 -1163.86741652
bse49_B-S_21_AB -1265.1892904475 -1262.7435913300 -1265.19041413
bse49_B-S_22_AB -1167.2047072389 -1165.0393509900 -1167.20383306
bse49_B-S_23_AB -1873.7723452219 -1871.5519369700 -1873.77227759
bse49_B-S_24_A -555.2643887640 -554.2458976400 -555.26363545
bse49_B-S_24_AB -1376.8945364948 -1375.2782719100 -1376.89354444
bse49_B-S_25_AB -1337.6505733817 -1336.2405792800 -1337.65003965
bse49_B-S_25_B -821.4538670267 -820.9201248600 -821.45349067
bse49_B-S_26_AB -1144.9374002424 -1142.8844734700 -1144.93689316
bse49_B-S_27_AB -1251.1726000934 -1248.8690334700 -1251.17257796
bse49_B-S_28_AB -463.5744032445 -463.0121101400 -463.57473009
bse49_B-S_29_AB -1259.1580107549 -1258.1620561600 -1259.15776612
bse49_B-S_2_AB -1068.8497633120 -1067.1385807100 -1068.85039957
bse49_B-S_30_A -835.3098198151 -834.6771750400 -835.30958450
bse49_B-S_30_AB -1656.9137374969 -1655.6948196500 -1656.91355921
bse49_B-S_30_B -821.4550238922 -820.9211758700 -821.45550387
bse49_B-S_31_AB -1511.9689846893 -1510.0633930100 -1511.96883383
bse49_B-S_32_A -1045.5431986143 -1044.1353157100 -1045.54141073
bse49_B-S_32_AB -1270.1053392625 -1267.8918309300 -1270.10523703
bse49_B-S_33_AB -1219.9130915729 -1219.1272906800 -1219.91301898
bse49_B-S_34_AB -1617.6658893542 -1616.6580759900 -1617.66590651
bse49_B-S_34_B -796.0588797442 -795.6386573200 -796.05819417
bse49_B-S_35_AB -1563.7924311120 -1561.4397798200 -1563.79352564
bse49_B-S_36_AB -1768.1148199669 -1764.9413761000 -1768.11555056
bse49_B-S_37_A -589.9842416550 -588.9206504500 -589.98407971
bse49_B-S_37_AB -1411.6120854062 -1409.9506063900 -1411.61293340
bse49_B-S_38_A -629.2293964164 -627.9571770400 -629.22900799
bse49_B-S_38_AB -1450.8582717659 -1448.9882557900 -1450.85894326
bse49_B-S_39_AB -1207.2913353506 -1205.0497819500 -1207.29085480
bse49_B-S_40_A -371.3401821205 -369.6568320200 -371.34001320
bse49_B-S_40_AB -769.8053288143 -767.8759051500 -769.80647491
bse49_B-S_41_A -948.5140940073 -947.4245918100 -948.51376638
bse49_B-S_41_AB -1770.1252251578 -1768.4468346100 -1770.12463533
bse49_B-S_42_AB -1450.5838969029 -1448.6900303100 -1450.58344429
bse49_B-S_43_A -516.0177567319 -515.2066513400 -516.01719315
bse49_B-S_45_AB -1251.1690002084 -1248.8664830200 -1251.16990837
bse49_B-S_46_AB -1376.8917853946 -1375.2696240000 -1376.89237083
bse49_B-S_47_A -2212.7511677246 -2211.4089078800 -2212.75071455
bse49_B-S_47_AB -3034.3573139093 -3032.4269998600 -3034.35751218
bse49_B-S_48_A -1132.8601663699 -1131.2786469700 -1132.85996097
bse49_B-S_48_AB -1954.4672002291 -1952.2982289200 -1954.46775298
bse49_B-S_49_AB -1167.2028277568 -1165.0338598400 -1167.20170762
bse49_B-S_4_AB -1376.8910735426 -1375.2789948400 -1376.89068323
bse49_B-S_50_A -554.0382448091 -553.0587617200 -554.03794749
bse49_B-S_50_AB -778.6068620104 -776.8192559700 -778.60753006
bse49_B-S_51_AB -909.9487336315 -907.5617246700 -909.94983783
bse49_B-S_5_A -1492.8184269221 -1491.3187197200 -1492.81821733
bse49_B-S_5_AB -2314.4257686791 -2312.3382903700 -2314.42643691
bse49_B-S_6_A -857.4378256802 -857.0072916400 -857.43726378
bse49_B-S_6_AB -1679.0589091794 -1678.0356181000 -1679.05893188
bse49_B-S_7_AB -1987.1575842527 -1984.9699592500 -1987.15907947
bse49_B-S_8_AB -1350.3393596811 -1347.7185423100 -1350.33929593
bse49_B-S_9_AB -1350.3483908928 -1347.7286518900 -1350.34955466
bse49_B-Si_10_AB -434.5495746081 -433.6281675700 -434.54976322
bse49_B-Si_11_AB -700.8430610158 -698.7239921000 -700.84305495
bse49_B-Si_12_A -408.5320417219 -407.7570610200 -408.53169876
bse49_B-Si_12_AB -585.0203754531 -583.5096202800 -585.02075237
bse49_B-Si_13_AB -695.7942937985 -693.8865513400 -695.79424724
bse49_B-Si_14_A -369.2930163115 -368.7228898400 -369.29249729
bse49_B-Si_14_AB -545.7810796932 -544.4749909200 -545.78121468
bse49_B-Si_15_AB -470.5357264621 -469.5251168900 -470.53594545
bse49_B-Si_16_AB -395.2899303843 -394.5788769800 -395.29030985
bse49_B-Si_17_AB -469.2871267460 -468.3215015100 -469.28727357
bse49_B-Si_18_AB -563.4885485257 -562.0544842400 -563.48979607
bse49_B-Si_19_AB -563.4880432248 -562.0534444700 -563.48897654
bse49_B-Si_1_A -408.5174550026 -407.7478764200 -408.51748905
bse49_B-Si_1_AB -434.5152631911 -433.6000572200 -434.51584117
bse49_B-Si_20_A -1248.4688820970 -1247.6440034300 -1248.46917146
bse49_B-Si_20_AB -1424.9610599474 -1423.4008410100 -1424.96111250
bse49_B-Si_21_AB -411.4060056135 -410.6479828000 -411.40605495
bse49_B-Si_21_B -290.7765911127 -290.6258397800 -290.77652938
bse49_B-Si_22_AB -789.3672448434 -787.0359737200 -789.36685981
bse49_B-Si_23_AB -710.8831258414 -708.9631945300 -710.88294938
bse49_B-Si_24_AB -750.1232973317 -747.9983974000 -750.12319737
bse49_B-Si_25_A -622.8287497957 -621.3679252900 -622.82866163
bse49_B-Si_25_AB -847.3680269674 -845.1156667400 -847.36892834
bse49_B-Si_26_AB -750.1471280489 -748.0173672000 -750.14687819
bse49_B-Si_27_AB -915.2290928885 -912.4814786300 -915.22956626
bse49_B-Si_28_AB -954.4691698147 -951.5159472200 -954.46935678
bse49_B-Si_29_A -382.9126675919 -382.3831318300 -382.91255737
bse49_B-Si_29_AB -408.9155257944 -408.2412305200 -408.91521774
bse49_B-Si_2_AB -700.8435907605 -698.7212483000 -700.84342018
bse49_B-Si_30_AB -547.4505584040 -546.0568647200 -547.45083854
bse49_B-Si_31_AB -586.6984833668 -585.0981383700 -586.69924052
bse49_B-Si_32_AB -625.9771890844 -624.1667806600 -625.97670812
bse49_B-Si_33_A -485.8024282235 -484.6518602800 -485.80255770
bse49_B-Si_33_AB -511.8010807857 -510.5095767900 -511.80190028
bse49_B-Si_34_A -446.5284262484 -445.5849972700 -446.52878257
bse49_B-Si_34_AB -472.5244599422 -471.4398660200 -472.52549112
bse49_B-Si_35_A -525.0564289783 -523.7009869100 -525.05606128
bse49_B-Si_35_AB -551.0534617430 -549.5563879700 -551.05389634
bse49_B-Si_36_A -407.2849169765 -406.5458489000 -407.28495806
bse49_B-Si_36_AB -433.2822516881 -432.4020623200 -433.28286587
bse49_B-Si_37_A -588.5707446834 -587.4291481300 -588.57115313
bse49_B-Si_38_AB -625.9677649523 -624.1580404800 -625.96842804
bse49_B-Si_39_AB -870.1483097218 -867.7775294700 -870.14835680
bse49_B-Si_3_AB -585.0050896438 -583.4993643400 -585.00549840
bse49_B-Si_40_AB -671.6191484443 -669.9086269100 -671.61918609
bse49_B-Si_41_AB -395.2754613589 -394.5721886100 -395.27594549
bse49_B-Si_42_AB -434.5568649117 -433.6393676300 -434.55666559
