Name   |   Ref (HF/aDZ + (C/CBS - C/aDZ)) (A.U.)   |   Base (HF/aDZ) (A.U.)   |   ACP_C (A.U.)
bse49_B-Cl_49_AB   |   -1211.64296   |   -1211.192817   |   -1211.64301
bse49_B-Cl_4_A   |   -540.003615   |   -539.848164   |   -540.003594
bse49_B-Cl_4_AB   |   -999.701   |   -999.465771   |   -999.701425
bse49_B-Cl_50_A   |   -786.74192   |   -786.352338   |   -786.742143
bse49_B-Cl_50_AB   |   -1246.433202   |   -1245.964545   |   -1246.433343
bse49_B-Cl_52_AB   |   -1043.555957   |   -1043.292985   |   -1043.556238
bse49_B-Cl_53_AB   |   -683.534129   |   -683.257262   |   -683.534985
bse49_B-Cl_54_A   |   -593.864829   |   -593.661558   |   -593.866082
bse49_B-Cl_54_AB   |   -1053.521231   |   -1053.239341   |   -1053.52127
bse49_B-Cl_55_A   |   -632.947133   |   -632.699951   |   -632.948407
bse49_B-Cl_55_AB   |   -1092.606232   |   -1092.280452   |   -1092.607466
bse49_B-Cl_56_A   |   -805.974977   |   -805.555489   |   -805.974759
bse49_B-Cl_56_AB   |   -1265.665612   |   -1265.167322   |   -1265.665426
bse49_B-Cl_57_AB   |   -1190.365249   |   -1189.940829   |   -1190.36556
bse49_B-Cl_58_AB   |   -1190.370251   |   -1189.945792   |   -1190.371103
bse49_B-Cl_59_AB   |   -1190.363221   |   -1189.938558   |   -1190.363851
bse49_B-Cl_5_A   |   -579.074761   |   -578.875317   |   -579.075212
bse49_B-Cl_5_AB   |   -1038.771378   |   -1038.492282   |   -1038.771874
bse49_B-Cl_60_AB   |   -1174.361814   |   -1173.948747   |   -1174.361487
bse49_B-Cl_61_AB   |   -1288.365795   |   -1287.838713   |   -1288.365709
bse49_B-Cl_62_AB   |   -1288.370852   |   -1287.843727   |   -1288.370634
bse49_B-Cl_63_AB   |   -1288.375752   |   -1287.848542   |   -1288.375612
bse49_B-Cl_64_AB   |   -1213.436632   |   -1212.980721   |   -1213.43634
bse49_B-Cl_65_AB   |   -1213.445429   |   -1212.989298   |   -1213.445278
bse49_B-Cl_66_AB   |   -1213.447134   |   -1212.990936   |   -1213.447021
bse49_B-Cl_67_AB   |   -1378.054057   |   -1377.453096   |   -1378.053638
bse49_B-Cl_68_AB   |   -1378.051924   |   -1377.450915   |   -1378.051535
bse49_B-Cl_69_AB   |   -2117.747855   |   -2117.165338   |   -2117.747509
bse49_B-Cl_6_A   |   -618.146744   |   -617.903744   |   -618.146528
bse49_B-Cl_6_AB   |   -1077.840021   |   -1077.517394   |   -1077.83958
bse49_B-Cl_70_AB   |   -1327.170661   |   -1326.605252   |   -1327.170108
bse49_B-Cl_71_A   |   -598.918458   |   -598.705742   |   -598.91858
bse49_B-Cl_71_AB   |   -1058.615171   |   -1058.323118   |   -1058.615453
bse49_B-Cl_72_A   |   -370.041723   |   -369.660705   |   -370.041129
bse49_B-Cl_72_AB   |   -829.745102   |   -829.28599   |   -829.745507
bse49_B-Cl_73_A   |   -252.160938   |   -251.894687   |   -252.159326
bse49_B-Cl_73_AB   |   -711.865804   |   -711.520785   |   -711.865529
bse49_B-Cl_74_A   |   -441.728919   |   -441.294263   |   -441.726801
bse49_B-Cl_74_AB   |   -901.430836   |   -900.917599   |   -901.42964
bse49_B-Cl_75_A   |   -757.26491   |   -756.866945   |   -757.264566
bse49_B-Cl_75_AB   |   -1216.961839   |   -1216.484867   |   -1216.961329
bse49_B-Cl_76_A   |   -616.968283   |   -616.732764   |   -616.967288
bse49_B-Cl_76_AB   |   -1076.649719   |   -1076.335529   |   -1076.648722
bse49_B-Cl_77_A   |   -715.91713   |   -715.595542   |   -715.916348
bse49_B-Cl_77_AB   |   -1175.595009   |   -1175.194743   |   -1175.59508
bse49_B-Cl_78_A   |   -656.055097   |   -655.775667   |   -656.05388
bse49_B-Cl_78_AB   |   -1115.741919   |   -1115.383671   |   -1115.74108
bse49_B-Cl_79_A   |   -272.014173   |   -271.733937   |   -272.012769
bse49_B-Cl_79_AB   |   -731.718538   |   -731.359735   |   -731.718201
bse49_B-Cl_7_A   |   -982.930862   |   -982.716036   |   -982.931134
bse49_B-Cl_7_AB   |   -1442.626301   |   -1442.331705   |   -1442.626338
bse49_B-Cl_80_A   |   -820.796107   |   -820.395889   |   -820.795691
bse49_B-Cl_80_AB   |   -1280.492193   |   -1280.012475   |   -1280.491765
bse49_B-Cl_81_A   |   -1900.894314   |   -1900.536075   |   -1900.894793
bse49_B-Cl_81_AB   |   -2360.586155   |   -2360.148245   |   -2360.586327
bse49_B-Cl_8_A   |   -1441.916008   |   -1441.629158   |   -1441.9159
bse49_B-Cl_8_AB   |   -1901.610924   |   -1901.244854   |   -1901.610724
bse49_B-Cl_9_A   |   -2152.132252   |   -2151.775703   |   -2152.13154
bse49_B-Cl_9_AB   |   -2611.82298   |   -2611.386633   |   -2611.822206
bse49_B-F_10_A   |   -712.00668   |   -711.599521   |   -712.006957
bse49_B-F_10_AB   |   -811.682766   |   -811.181696   |   -811.682565
bse49_B-F_11_A   |   -513.950645   |   -513.718673   |   -513.950909
bse49_B-F_11_AB   |   -613.62665   |   -613.300798   |   -613.626373
bse49_B-F_12_A   |   -466.182325   |   -466.027372   |   -466.181908
bse49_B-F_12_AB   |   -565.85811   |   -565.609489   |   -565.857609
bse49_B-F_13_A   |   -544.351935   |   -544.107156   |   -544.35173
bse49_B-F_13_AB   |   -644.028375   |   -643.689908   |   -644.028096
bse49_B-F_14_A   |   -622.900899   |   -622.672265   |   -622.901012
bse49_B-F_14_AB   |   -722.5815   |   -722.258892   |   -722.581886
bse49_B-F_15_A   |   -1081.886609   |   -1081.586056   |   -1081.886281
bse49_B-F_15_AB   |   -1181.566411   |   -1181.172176   |   -1181.566322
bse49_B-F_16_A   |   -1540.865448   |   -1540.493491   |   -1540.865675
bse49_B-F_16_AB   |   -1640.543879   |   -1640.07844   |   -1640.544273
bse49_B-F_17_A   |   -242.069969   |   -241.82569   |   -242.069918
bse49_B-F_17_AB   |   -341.752901   |   -341.414748   |   -341.753085
bse49_B-F_18_A   |   -202.989761   |   -202.789367   |   -202.989974
bse49_B-F_18_AB   |   -302.672997   |   -302.378531   |   -302.673439
bse49_B-F_19_A   |   -281.151854   |   -280.863828   |   -281.151488
bse49_B-F_19_AB   |   -380.8348   |   -380.453113   |   -380.834715
bse49_B-F_1_A   |   -522.442294   |   -522.273668   |   -522.442009
bse49_B-F_1_AB   |   -622.118104   |   -621.855916   |   -622.118781
bse49_B-F_20_A   |   -281.154608   |   -280.866538   |   -281.154473
bse49_B-F_20_AB   |   -380.838227   |   -380.456262   |   -380.838315
bse49_B-F_21_A   |   -242.072451   |   -241.828083   |   -242.072588
bse49_B-F_21_AB   |   -341.755497   |   -341.417227   |   -341.755659
bse49_B-F_23_A   |   -691.088381   |   -690.714659   |   -691.088384
bse49_B-F_23_AB   |   -790.766048   |   -790.298385   |   -790.76588
bse49_B-F_24_A   |   -747.154466   |   -746.765266   |   -747.153841
bse49_B-F_24_AB   |   -846.829902   |   -846.346711   |   -846.829218
bse49_B-F_25_A   |   -312.633118   |   -312.343328   |   -312.632704
bse49_B-F_25_AB   |   -412.311816   |   -411.928023   |   -412.311614
bse49_B-F_26_A   |   -351.700959   |   -351.368042   |   -351.700963
bse49_B-F_26_AB   |   -451.37977   |   -450.95289   |   -451.380092
bse49_B-F_27_A   |   -766.128183   |   -765.682992   |   -766.128648
bse49_B-F_27_AB   |   -865.810475   |   -865.27098   |   -865.811485
bse49_B-F_28_A   |   -336.627584   |   -336.324069   |   -336.627588
bse49_B-F_28_AB   |   -436.306747   |   -435.909137   |   -436.306596
bse49_B-F_29_A   |   -201.7962   |   -201.604649   |   -201.796932
bse49_B-F_29_AB   |   -301.47874   |   -301.192416   |   -301.47899
bse49_B-F_2_A   |   -561.521631   |   -561.308091   |   -561.52179
bse49_B-F_2_AB   |   -661.196222   |   -660.889236   |   -661.197097
bse49_B-F_30_A   |   -200.581569   |   -200.397022   |   -200.582776
bse49_B-F_30_AB   |   -300.261821   |   -299.982853   |   -300.262666
bse49_B-F_31_A   |   -216.644468   |   -216.45078   |   -216.644831
bse49_B-F_31_AB   |   -316.324549   |   -316.036351   |   -316.324187
bse49_B-F_32_A   |   -614.245345   |   -613.993612   |   -614.246107
bse49_B-F_32_AB   |   -713.919273   |   -713.573972   |   -713.920724
bse49_B-F_33_A   |   -292.78384   |   -292.508035   |   -292.783541
bse49_B-F_33_AB   |   -392.465676   |   -392.095866   |   -392.465032
bse49_B-F_34_A   |   -331.858228   |   -331.538623   |   -331.85821
bse49_B-F_34_AB   |   -431.540241   |   -431.12661   |   -431.539888
bse49_B-F_35_A   |   -370.930968   |   -370.567853   |   -370.93082
bse49_B-F_35_AB   |   -470.609974   |   -470.153316   |   -470.60972
bse49_B-F_36_A   |   -614.27476   |   -614.022461   |   -614.275264
bse49_B-F_36_AB   |   -713.952234   |   -713.605674   |   -713.951977
bse49_B-F_37_A   |   -635.253649   |   -634.97946   |   -635.254284
bse49_B-F_37_AB   |   -734.933152   |   -734.564767   |   -734.93357
bse49_B-F_38_A   |   -786.221687   |   -785.789488   |   -786.220476
bse49_B-F_38_AB   |   -885.897077   |   -885.370924   |   -885.895605
bse49_B-F_39_A   |   -711.290779   |   -710.929048   |   -711.290817
bse49_B-F_39_AB   |   -810.965972   |   -810.510223   |   -810.96572
bse49_B-F_3_A   |   -199.825097   |   -199.64123   |   -199.824149
bse49_B-F_3_AB   |   -299.507973   |   -299.229806   |   -299.508854
bse49_B-F_40_AB   |   -356.57625   |   -356.233571   |   -356.575334
bse49_B-F_41_AB   |   -317.484725   |   -317.186454   |   -317.483703
bse49_B-F_42_AB   |   -356.563036   |   -356.221071   |   -356.562927
bse49_B-F_43_AB   |   -395.646176   |   -395.259905   |   -395.645783
bse49_B-F_44_A   |   -291.609372   |   -291.343546   |   -291.609431
bse49_B-F_44_AB   |   -391.288661   |   -390.928515   |   -391.289343
bse49_B-F_45_A   |   -291.6504   |   -291.384253   |   -291.651001
bse49_B-F_45_AB   |   -391.328809   |   -390.968366   |   -391.3293
bse49_B-F_46_AB   |   -392.388309   |   -392.018794   |   -392.387863
bse49_B-F_47_AB   |   -431.476478   |   -431.062553   |   -431.475817
bse49_B-F_48_A   |   -464.566453   |   -464.127786   |   -464.566396
bse49_B-F_48_AB   |   -564.245472   |   -563.712859   |   -564.245524
bse49_B-F_49_A   |   -388.745229   |   -388.373477   |   -388.744602
bse49_B-F_49_AB   |   -488.42782   |   -487.962189   |   -488.427449
bse49_B-F_4_A   |   -179.971797   |   -179.80221   |   -179.970366
bse49_B-F_4_AB   |   -279.652918   |   -279.389061   |   -279.651197
bse49_B-F_50_A   |   -505.936573   |   -505.437163   |   -505.936409
bse49_B-F_50_AB   |   -605.618446   |   -605.025521   |   -605.618759
bse49_B-F_51_A   |   -431.003725   |   -430.574918   |   -431.003677
bse49_B-F_51_AB   |   -530.685362   |   -530.162976   |   -530.685863
bse49_B-F_52_A   |   -391.918751   |   -391.533415   |   -391.918639
bse49_B-F_52_AB   |   -491.600586   |   -491.121405   |   -491.600751
bse49_B-F_53_A   |   -391.940585   |   -391.554278   |   -391.940636
bse49_B-F_53_AB   |   -491.623401   |   -491.143362   |   -491.623704
bse49_B-F_54_A   |   -352.854632   |   -352.512048   |   -352.854356
bse49_B-F_54_AB   |   -452.537569   |   -452.10103   |   -452.537525
bse49_B-F_55_A   |   -426.712354   |   -426.308445   |   -426.712853
bse49_B-F_55_AB   |   -526.393854   |   -525.895844   |   -526.394863
bse49_B-F_56_AB   |   -323.514793   |   -323.22272   |   -323.516603
bse49_B-F_59_A   |   -233.827291   |   -233.609103   |   -233.827999
bse49_B-F_59_AB   |   -333.476245   |   -333.166004   |   -333.474471
bse49_B-F_5_A   |   -219.043367   |   -218.829749   |   -219.042422
bse49_B-F_5_AB   |   -318.723715   |   -318.416033   |   -318.72312
bse49_B-F_60_A   |   -272.909768   |   -272.647572   |   -272.910276
bse49_B-F_60_AB   |   -372.561968   |   -372.207693   |   -372.561476
bse49_B-F_61_A   |   -445.943114   |   -445.509213   |   -445.941921
bse49_B-F_61_AB   |   -545.626455   |   -545.098631   |   -545.626862
bse49_B-F_62_AB   |   -470.323167   |   -469.870038   |   -470.323768
bse49_B-F_63_AB   |   -470.32737   |   -469.874297   |   -470.328514
bse49_B-F_64_AB   |   -470.320537   |   -469.867325   |   -470.321179
bse49_B-F_65_AB   |   -454.319488   |   -453.877707   |   -454.319489
bse49_B-F_66_AB   |   -568.327252   |   -567.771465   |   -568.327627
bse49_B-F_67_AB   |   -568.329039   |   -567.773017   |   -568.329071
bse49_B-F_68_AB   |   -568.332641   |   -567.776656   |   -568.332709
bse49_B-F_69_AB   |   -658.012256   |   -657.382408   |   -658.012098
bse49_B-F_6_A   |   -258.115942   |   -257.858688   |   -258.115031
bse49_B-F_6_AB   |   -357.795747   |   -357.444629   |   -357.794788
bse49_B-F_70_AB   |   -658.010378   |   -657.380516   |   -658.010123
bse49_B-F_72_AB   |   -607.135186   |   -606.540583   |   -607.134521
bse49_B-F_73_A   |   -238.889805   |   -238.662686   |   -238.88931
bse49_B-F_73_AB   |   -338.571749   |   -338.250565   |   -338.572943
bse49_B-F_74_AB   |   -469.723402   |   -469.249045   |   -469.724175
bse49_B-F_75_AB   |   -351.837791   |   -351.478103   |   -351.836362
bse49_B-F_76_AB   |   -541.410599   |   -540.882284   |   -541.410457
bse49_B-F_77_A   |   -397.235628   |   -396.823404   |   -397.234899
bse49_B-F_77_AB   |   -496.919259   |   -496.413236   |   -496.918718
bse49_B-F_78_A   |   -256.930654   |   -256.68003   |   -256.929508
bse49_B-F_78_AB   |   -356.602104   |   -356.259635   |   -356.600798
bse49_B-F_79_A   |   -296.017732   |   -295.723198   |   -296.016224
bse49_B-F_79_AB   |   -395.693158   |   -395.306626   |   -395.691673
bse49_B-F_7_AB   |   -428.193382   |   -427.799422   |   -428.194151
bse49_B-F_80_AB   |   -371.693836   |   -371.320126   |   -371.69294
bse49_B-F_81_A   |   -460.766085   |   -460.351881   |   -460.765436
bse49_B-F_81_AB   |   -560.446997   |   -559.938699   |   -560.446328
bse49_B-F_8_A   |   -262.847977   |   -262.605702   |   -262.848771
bse49_B-F_8_AB   |   -362.530226   |   -362.193764   |   -362.530975
bse49_B-F_9_A   |   -361.799567   |   -361.471298   |   -361.799279
bse49_B-F_9_AB   |   -461.480873   |   -461.058496   |   -461.480799
bse49_B-P_10_A   |   -420.088472   |   -419.956898   |   -420.088462
bse49_B-P_10_AB   |   -445.969357   |   -445.804313   |   -445.969528
bse49_B-P_11_AB   |   -750.422971   |   -749.959184   |   -750.422362
bse49_B-P_12_A   |   -459.169415   |   -458.99393   |   -459.169451
bse49_B-P_12_AB   |   -635.083869   |   -634.730774   |   -635.083869
bse49_B-P_13_AB   |   -745.559318   |   -745.112757   |   -745.559788
bse49_B-P_15_AB   |   -520.986192   |   -520.749043   |   -520.985793
bse49_B-P_17_AB   |   -613.612882   |   -613.290242   |   -613.61351
bse49_B-P_18_AB   |   -519.784845   |   -519.556479   |   -519.785028
bse49_B-P_1_A   |   -459.165052   |   -458.990779   |   -459.16528
bse49_B-P_1_AB   |   -485.049541   |   -484.842082   |   -485.049537
bse49_B-P_20_AB   |   -613.612787   |   -613.290393   |   -613.613413
bse49_B-P_21_AB   |   -1435.884651   |   -1435.513531   |   -1435.884543
bse49_B-P_21_B   |   -1259.97274   |   -1259.780653   |   -1259.972542
bse49_B-P_22_A   |   -120.048551   |   -119.921087   |   -120.04845
bse49_B-P_22_AB   |   -462.066361   |   -461.888619   |   -462.06692
bse49_B-P_22_B   |   -341.915678   |   -341.874201   |   -341.915187
bse49_B-P_23_AB   |   -838.789988   |   -838.249258   |   -838.789853
bse49_B-P_24_AB   |   -760.626775   |   -760.172841   |   -760.627007
bse49_B-P_25_AB   |   -799.707355   |   -799.210055   |   -799.707198
bse49_B-P_26_A   |   -498.243541   |   -498.026628   |   -498.244483
bse49_B-P_26_AB   |   -599.141482   |   -598.819622   |   -599.142063
bse49_B-P_27_AB   |   -820.507026   |   -820.011324   |   -820.50802
bse49_B-P_28_AB   |   -519.736929   |   -519.510871   |   -519.736497
bse49_B-P_29_AB   |   -459.627032   |   -459.468358   |   -459.626863
bse49_B-P_2_AB   |   -750.419328   |   -749.955886   |   -750.418875
bse49_B-P_30_AB   |   -597.603729   |   -597.292738   |   -597.603364
bse49_B-P_31_AB   |   -710.45697   |   -710.040688   |   -710.456859
bse49_B-P_32_AB   |   -636.688122   |   -636.333896   |   -636.688104
bse49_B-P_33_AB   |   -675.802437   |   -675.402962   |   -675.802672
bse49_B-P_34_A   |   -198.189267   |   -197.974473   |   -198.189535
bse49_B-P_34_AB   |   -618.364188   |   -618.010857   |   -618.363864
bse49_B-P_35_A   |   -536.151502   |   -535.896131   |   -536.152339
bse49_B-P_35_AB   |   -562.037925   |   -561.749691   |   -562.038082
bse49_B-P_36_A   |   -497.040773   |   -496.829199   |   -497.041185
bse49_B-P_36_AB   |   -522.925477   |   -522.680842   |   -522.925787
bse49_B-P_37_A   |   -575.244179   |   -574.945673   |   -575.244372
bse49_B-P_37_AB   |   -601.128169   |   -600.796821   |   -601.127984
bse49_B-P_38_A   |   -457.956396   |   -457.788125   |   -457.956467
bse49_B-P_38_AB   |   -483.841   |   -483.639656   |   -483.841218
bse49_B-P_39_AB   |   -763.805899   |   -763.38372   |   -763.805976
bse49_B-P_39_B   |   -539.88441   |   -539.67043   |   -539.885192
bse49_B-P_3_AB   |   -635.084322   |   -634.73218   |   -635.084385
bse49_B-P_40_AB   |   -675.80228   |   -675.403803   |   -675.802571
bse49_B-P_42_AB   |   -721.536289   |   -721.127347   |   -721.536345
bse49_B-P_43_A   |   -436.088904   |   -435.945246   |   -436.08913
bse49_B-P_43_AB   |   -461.973829   |   -461.796818   |   -461.974428
bse49_B-P_44_A   |   -381.001286   |   -380.914767   |   -381.001218
bse49_B-P_44_AB   |   -406.885281   |   -406.765241   |   -406.885086
bse49_B-P_45_AB   |   -445.981657   |   -445.817655   |   -445.981591
bse49_B-P_46_AB   |   -485.083686   |   -484.874512   |   -485.083698
bse49_B-P_47_AB   |   -633.888611   |   -633.543757   |   -633.889306
bse49_B-P_48_AB   |   -480.642791   |   -480.461228   |   -480.642456
bse49_B-P_49_A   |   -459.163364   |   -458.98935   |   -459.163803
bse49_B-P_49_AB   |   -485.047259   |   -484.840202   |   -485.047398
bse49_B-P_4_A   |   -420.082246   |   -419.951768   |   -420.082497
bse49_B-P_4_AB   |   -596.00167   |   -595.693101   |   -596.001718
bse49_B-P_50_AB   |   -367.802367   |   -367.727246   |   -367.801827
bse49_B-P_51_AB   |   -422.968421   |   -422.835218   |   -422.968154
bse49_B-P_52_A   |   -445.393235   |   -445.235689   |   -445.39405
bse49_B-P_52_AB   |   -549.484284   |   -549.205239   |   -549.484327
bse49_B-P_53_AB   |   -795.660323   |   -795.176056   |   -795.659972
bse49_B-P_54_AB   |   -558.841988   |   -558.570919   |   -558.841873
bse49_B-P_55_AB   |   -597.936515   |   -597.621091   |   -597.936283
bse49_B-P_56_A   |   -532.932528   |   -532.69628   |   -532.932262
bse49_B-P_56_AB   |   -637.01946   |   -636.66033   |   -637.019138
bse49_B-P_56_B   |   -103.981942   |   -103.867695   |   -103.982412
bse49_B-P_57_AB   |   -652.787867   |   -652.419392   |   -652.788287
bse49_B-P_59_AB   |   -747.640354   |   -747.184962   |   -747.64099
bse49_B-P_5_AB   |   -445.966699   |   -445.802927   |   -445.966703
bse49_B-P_60_AB   |   -802.737115   |   -802.224655   |   -802.737533
bse49_B-P_61_AB   |   -802.741561   |   -802.229121   |   -802.742193
bse49_B-P_62_AB   |   -951.333004   |   -950.689609   |   -951.333338
bse49_B-P_63_AB   |   -951.334068   |   -950.690531   |   -951.334364
bse49_B-P_64_AB   |   -786.721307   |   -786.223144   |   -786.721975
bse49_B-P_65_AB   |   -786.724383   |   -786.225804   |   -786.725117
bse49_B-P_66_AB   |   -556.919403   |   -556.654425   |   -556.919551
bse49_B-P_67_AB   |   -517.833455   |   -517.613185   |   -517.833519
bse49_B-P_68_AB   |   -594.800478   |   -594.49957   |   -594.80087
bse49_B-P_69_AB   |   -672.621033   |   -672.238155   |   -672.621538
bse49_B-P_70_AB   |   -481.900209   |   -481.707784   |   -481.900068
bse49_B-P_71_AB   |   -442.81751   |   -442.669839   |   -442.817127
bse49_B-P_73_AB   |   -1167.337097   |   -1166.523132   |   -1167.337125
bse49_B-P_74_AB   |   -1360.86541   |   -1360.566568   |   -1360.864563
bse49_B-P_75_AB   |   -640.771664   |   -640.450349   |   -640.772046
bse49_B-P_76_AB   |   -751.162733   |   -750.686892   |   -751.162618
bse49_B-P_77_A   |   -457.957079   |   -457.788996   |   -457.957246
bse49_B-P_77_AB   |   -633.876723   |   -633.530486   |   -633.876928
bse49_B-P_78_A   |   -622.740986   |   -622.429295   |   -622.740599
bse49_B-P_78_AB   |   -648.629611   |   -648.284495   |   -648.629089
bse49_B-P_79_AB   |   -636.711277   |   -636.355766   |   -636.710936
bse49_B-P_7_AB   |   -485.049688   |   -484.84107   |   -485.050119
bse49_B-P_80_AB   |   -597.628578   |   -597.317784   |   -597.628377
bse49_B-P_82_AB   |   -786.722834   |   -786.224411   |   -786.724115
bse49_B-P_83_AB   |   -652.765633   |   -652.397354   |   -652.765567
bse49_B-P_84_A   |   -572.014765   |   -571.734817   |   -572.014552
bse49_B-P_84_AB   |   -597.901399   |   -597.58807   |   -597.900874
bse49_B-P_86_A   |   -136.100655   |   -135.959693   |   -136.099387
bse49_B-P_86_AB   |   -478.119136   |   -477.927886   |   -478.119089
bse49_B-P_87_AB   |   -1180.552749   |   -1180.068829   |   -1180.553237
bse49_B-P_8_A   |   -840.034764   |   -839.872865   |   -840.034732
bse49_B-P_8_AB   |   -1015.942137   |   -1015.601913   |   -1015.941248
bse49_B-P_9_AB   |   -596.0046   |   -595.69488   |   -596.004402
bse49_B-S_10_AB   |   -1249.419827   |   -1248.864491   |   -1249.418961
bse49_B-S_11_A   |   -1851.750989   |   -1851.359988   |   -1851.749551
bse49_B-S_11_AB   |   -2672.920454   |   -2672.38072   |   -2672.920425
bse49_B-S_11_B   |   -821.059028   |   -820.918179   |   -821.057841
bse49_B-S_12_AB   |   -1164.373589   |   -1163.886443   |   -1164.373431
bse49_B-S_13_AB   |   -1297.495013   |   -1297.201115   |   -1297.494769
bse49_B-S_14_A   |   -873.923303   |   -873.717624   |   -873.922823
bse49_B-S_14_AB   |   -1695.088616   |   -1694.734204   |   -1695.088513
bse49_B-S_15_AB   |   -1862.477994   |   -1861.712314   |   -1862.480156
bse49_B-S_16_AB   |   -1318.250204   |   -1317.958002   |   -1318.250027
bse49_B-S_16_B   |   -497.065137   |   -496.925193   |   -497.064782
bse49_B-S_17_AB   |   -1484.951872   |   -1484.487088   |   -1484.951268
bse49_B-S_18_A   |   -501.603688   |   -501.432296   |   -501.603551
bse49_B-S_18_AB   |   -899.880674   |   -899.645002   |   -899.881184
bse49_B-S_19_AB   |   -424.068448   |   -423.979697   |   -424.068618
bse49_B-S_1_AB   |   -1732.973037   |   -1732.58309   |   -1732.973241
bse49_B-S_20_AB   |   -1162.299469   |   -1161.820827   |   -1162.299836
bse49_B-S_21_AB   |   -1263.316474   |   -1262.743591   |   -1263.317136
bse49_B-S_22_AB   |   -1165.535881   |   -1165.039351   |   -1165.535033
bse49_B-S_23_AB   |   -1872.072911   |   -1871.551937   |   -1872.072801
bse49_B-S_24_A   |   -554.476911   |   -554.245898   |   -554.476252
bse49_B-S_24_AB   |   -1375.658868   |   -1375.278272   |   -1375.658098
bse49_B-S_25_AB   |   -1336.577499   |   -1336.240579   |   -1336.57718
bse49_B-S_25_B   |   -821.061046   |   -820.920125   |   -821.060393
bse49_B-S_26_AB   |   -1143.348639   |   -1142.884473   |   -1143.348486
bse49_B-S_27_AB   |   -1249.424013   |   -1248.869033   |   -1249.423925
bse49_B-S_28_AB   |   -463.14579   |   -463.01211   |   -463.146229
bse49_B-S_29_AB   |   -1258.412393   |   -1258.162056   |   -1258.412388
bse49_B-S_2_AB   |   -1067.532386   |   -1067.138581   |   -1067.533364
bse49_B-S_30_A   |   -834.839039   |   -834.677175   |   -834.838688
bse49_B-S_30_AB   |   -1656.00604   |   -1655.69482   |   -1656.006081
bse49_B-S_30_B   |   -821.062223   |   -820.921176   |   -821.062073
bse49_B-S_31_AB   |   -1510.517054   |   -1510.063393   |   -1510.516938
bse49_B-S_32_A   |   -1044.482894   |   -1044.135316   |   -1044.481913
bse49_B-S_32_AB   |   -1268.44619   |   -1267.891831   |   -1268.445925
bse49_B-S_33_AB   |   -1219.33302   |   -1219.127291   |   -1219.332979
bse49_B-S_34_AB   |   -1616.924965   |   -1616.658076   |   -1616.924861
bse49_B-S_34_B   |   -795.755423   |   -795.638657   |   -795.75442
bse49_B-S_35_AB   |   -1561.986705   |   -1561.43978   |   -1561.987333
bse49_B-S_36_AB   |   -1765.67623   |   -1764.941376   |   -1765.676568
bse49_B-S_37_A   |   -589.170132   |   -588.92065   |   -589.169889
bse49_B-S_37_AB   |   -1410.350928   |   -1409.950606   |   -1410.351463
bse49_B-S_38_A   |   -628.250259   |   -627.957177   |   -628.249712
bse49_B-S_38_AB   |   -1449.431298   |   -1448.988256   |   -1449.431837
bse49_B-S_39_AB   |   -1205.575821   |   -1205.049782   |   -1205.575291
bse49_B-S_40_A   |   -370.03721   |   -369.656832   |   -370.03712
bse49_B-S_40_AB   |   -768.319194   |   -767.875905   |   -768.320049
bse49_B-S_41_A   |   -947.691794   |   -947.424592   |   -947.691304
bse49_B-S_41_AB   |   -1768.863162   |   -1768.446835   |   -1768.863054
bse49_B-S_42_AB   |   -1449.130296   |   -1448.69003   |   -1449.129854
bse49_B-S_43_A   |   -515.39429   |   -515.206651   |   -515.393892
bse49_B-S_45_AB   |   -1249.420788   |   -1248.866483   |   -1249.421665
bse49_B-S_46_AB   |   -1375.648868   |   -1375.269624   |   -1375.649968
bse49_B-S_47_A   |   -2211.786252   |   -2211.408908   |   -2211.78535
bse49_B-S_47_AB   |   -3032.953301   |   -3032.427   |   -3032.95325
bse49_B-S_48_A   |   -1131.697424   |   -1131.278647   |   -1131.697051
bse49_B-S_48_AB   |   -1952.866311   |   -1952.298229   |   -1952.866672
bse49_B-S_49_AB   |   -1165.530462   |   -1165.03386   |   -1165.529628
bse49_B-S_4_AB   |   -1375.659929   |   -1375.278995   |   -1375.659566
bse49_B-S_50_A   |   -553.282078   |   -553.058762   |   -553.282088
bse49_B-S_50_AB   |   -777.249376   |   -776.819256   |   -777.249951
bse49_B-S_51_AB   |   -908.121646   |   -907.561725   |   -908.122779
bse49_B-S_5_A   |   -1491.723144   |   -1491.31872   |   -1491.72259
bse49_B-S_5_AB   |   -2312.891897   |   -2312.33829   |   -2312.892268
bse49_B-S_6_A   |   -857.137582   |   -857.007292   |   -857.137143
bse49_B-S_6_AB   |   -1678.317232   |   -1678.035618   |   -1678.317095
bse49_B-S_7_AB   |   -1985.506449   |   -1984.969959   |   -1985.507881
bse49_B-S_8_AB   |   -1348.359641   |   -1347.718542   |   -1348.359415
bse49_B-S_9_AB   |   -1348.369312   |   -1347.728652   |   -1348.370315
bse49_B-Si_10_AB   |   -433.827006   |   -433.628168   |   -433.826881
bse49_B-Si_11_AB   |   -699.17687   |   -698.723992   |   -699.176913
bse49_B-Si_12_A   |   -407.923284   |   -407.757061   |   -407.923062
bse49_B-Si_12_AB   |   -583.85238   |   -583.50962   |   -583.852346
bse49_B-Si_13_AB   |   -694.322733   |   -693.886551   |   -694.32289
bse49_B-Si_14_A   |   -368.845284   |   -368.72289   |   -368.844945
