Name   |   Ref (HF/CBS) (A.U.)   |   Base (HF/aDZ) (A.U.)   |   ACP_HF (A.U.)
4-chloro-3H-1-2-dioxole   |   -724.565042   |   -724.46147   |   -724.564494
4-chlorodithiolan-3-one   |   -1444.919284   |   -1444.803681   |   -1444.917962
4-chloromethyl-2-fluoro-1-3-thiazole   |   -1164.297096   |   -1164.159111   |   -1164.296546
4-chlorophenol   |   -764.634483   |   -764.523304   |   -764.634069
4-chloro-pyrazole   |   -683.828817   |   -683.743917   |   -683.827894
4-cyclopentene-1-3-dione   |   -341.531302   |   -341.427848   |   -341.530691
4-difluoromethyl-1-3-dioxolan-2-one   |   -577.550783   |   -577.358008   |   -577.550576
4-difluoromethyl-2-ethynyl-5H-isoxazole   |   -558.378363   |   -558.195799   |   -558.378506
4-ethylphenol   |   -383.797447   |   -383.680008   |   -383.797249
4-ethylpyridine   |   -324.902474   |   -324.805768   |   -324.902407
4-ethynyl-1H-imidazole-5-carbonitrile   |   -392.386192   |   -392.27161   |   -392.386568
4-fluorophenol   |   -404.592568   |   -404.463683   |   -404.592136
2000-03-31   |   -348.255032   |   -348.144389   |   -348.254971
4H-imidazole   |   -224.89363   |   -224.829231   |   -224.894063
4-hydroxy-2-3-dihydrothiophene   |   -627.454756   |   -627.36251   |   -627.454236
4-hydroxy-2-mercaptopyrimidine-5-carbonitrile   |   -827.050683   |   -826.906399   |   -827.05136
4-hydroxybenzonitrile   |   -397.465854   |   -397.347619   |   -397.465619
4-imino-1-3-thiazolidine-2-thione   |   -1020.032974   |   -1019.929072   |   -1020.033032
4-methoxy-N-N-dimethylbenzamide   |   -590.672762   |   -590.490128   |   -590.672944
4-methyl-1-3-thiazole   |   -606.461141   |   -606.37682   |   -606.461211
4-methyl-1H-imidazole   |   -263.971931   |   -263.892747   |   -263.971811
4-methyl-2-pentanone   |   -309.203479   |   -309.105063   |   -309.203524
4-methylbenzaldehyde   |   -382.63055   |   -382.515286   |   -382.63065
4-methylcyclopentene   |   -233.110702   |   -233.038839   |   -233.110545
4-methylene-2-oxetanone   |   -303.624397   |   -303.528111   |   -303.624558
4-methylmorpholine   |   -325.172988   |   -325.071035   |   -325.172832
4-methylpyridine   |   -285.852084   |   -285.767299   |   -285.85192
4-nitro-1H-pyrrole-2-carbonitrile   |   -504.234444   |   -504.085726   |   -504.23436
4-nitrophenol   |   -509.262827   |   -509.109204   |   -509.262451
4-oxo-4-5-dihydro-1-3-thiazole-2-carbonitrile   |   -734.064515   |   -733.946124   |   -734.064492
4-propylphenol   |   -422.848491   |   -422.719186   |   -422.848362
2000-03-31   |   -321.6987   |   -321.602293   |   -321.698497
4-sulfanyl-1-3-thiazole-5-carbonitrile   |   -1056.717058   |   -1056.600608   |   -1056.716781
4-thioxo-1-3-thiazolidin-2-one   |   -1039.893898   |   -1039.782225   |   -1039.894324
4-thioxomethylene-1-3-oxazolidin-2-one   |   -755.065979   |   -754.935563   |   -755.065949
5-5-5-trichloro-1-3-pentadiyne   |   -1568.406456   |   -1568.293151   |   -1568.407924
5-5-5-trifluoro-1-3-pentadiyne   |   -488.333518   |   -488.162222   |   -488.334007
5-6-dihydro-4H-cyclopentacfuran   |   -344.701498   |   -344.596844   |   -344.701865
5-amino-1-3-thiazole-23H-thione   |   -1020.016007   |   -1019.910196   |   -1020.015953
5-chloro-2-fluoropyrimidine   |   -820.648778   |   -820.518021   |   -820.648552
5-chloro-2-furylmethylidyneazane_oxide   |   -854.218352   |   -854.076791   |   -854.219994
5-chloro-3-ethynyl-1-methyl-1H-1-2-4-triazole   |   -814.595103   |   -814.470888   |   -814.59452
5-chloro-4-methyl-1-2-3-thiadiazole   |   -1081.353225   |   -1081.246376   |   -1081.353245
5-chloromethyl-1-2-4-thiadiazole   |   -1081.403635   |   -1081.29679   |   -1081.404028
5-dichloromethyl-1-2-oxazole   |   -1201.619247   |   -1201.498995   |   -1201.618719
5-fluoro-3-thiophenecarbonitrile   |   -742.052762   |   -741.921895   |   -742.052197
5-fluoro-6-hydroxydihydro-2-41H-3H-pyrimidinedione   |   -587.621077   |   -587.436563   |   -587.621359
5H-1-2-5-oxathiazole   |   -604.308366   |   -604.22184   |   -604.307942
5-hydroxy-2-3-dihydrothiophene   |   -627.455936   |   -627.363822   |   -627.455652
5-hydroxypenta-2-4-diynoic_acid   |   -415.145534   |   -415.012568   |   -415.147243
5-isocyanato-1-2-oxazole   |   -411.374905   |   -411.248828   |   -411.3745
5-methyl-1-2-3-oxadithiole   |   -985.92637   |   -985.820267   |   -985.924356
5-methyl-1-2-oxazole   |   -283.7567   |   -283.670033   |   -283.756268
5-methyl-2H-tetrazole   |   -295.929435   |   -295.844758   |   -295.928362
5-phenylpyrimidine   |   -492.439711   |   -492.299101   |   -492.439318
6-chloro-3-pyridazinecarbonitrile   |   -813.45614   |   -813.337778   |   -813.456228
6-chloro-N-hydroxy-3-pyridazinamine   |   -851.596112   |   -851.463841   |   -851.595892
7H-purine   |   -409.633526   |   -409.517901   |   -409.633516
9H-purine   |   -409.640959   |   -409.525259   |   -409.640961
9H-purine-2-6-8-trione   |   -634.411827   |   -634.219538   |   -634.411495
acenaphthene   |   -460.437924   |   -460.305989   |   -460.437529
acenaphthylene   |   -459.250816   |   -459.119707   |   -459.249974
acetaldehyde   |   -152.989439   |   -152.938908   |   -152.989638
acetaldoxime   |   -207.986848   |   -207.921413   |   -207.986318
acetamide   |   -208.08001   |   -208.012594   |   -208.080238
acetamidine   |   -188.213552   |   -188.154762   |   -188.213578
acetic_acid   |   -227.924502   |   -227.849662   |   -227.924662
acetic_anhydride   |   -379.757674   |   -379.633785   |   -379.757359
acetone   |   -192.051697   |   -191.988841   |   -192.051665
acetonitrile   |   -131.985096   |   -131.943651   |   -131.985248
acetophenone   |   -382.635583   |   -382.520363   |   -382.635562
acetyl_chloride   |   -611.946108   |   -611.878207   |   -611.946238
acetylenamine   |   -131.914309   |   -131.870648   |   -131.914378
acetylenethiol   |   -474.409571   |   -474.362012   |   -474.409798
acetyl_fluoride   |   -251.919783   |   -251.832598   |   -251.919922
acrolein   |   -190.851075   |   -190.790135   |   -190.851327
acrylamide   |   -245.938776   |   -245.86106   |   -245.939167
acrylic_acid   |   -265.78251   |   -265.697307   |   -265.782768
acrylonitrile   |   -169.840404   |   -169.788507   |   -169.840763
adamantane   |   -388.17641   |   -388.065172   |   -388.175833
alanine   |   -322.01509   |   -321.912949   |   -322.014741
allene   |   -115.915485   |   -115.876845   |   -115.91589
alpha-l-arabinofuranose   |   -569.72099   |   -569.545677   |   -569.720717
aminoethylthiocyanate   |   -584.574965   |   -584.497485   |   -584.574497
aminoethynol   |   -206.794368   |   -206.7269   |   -206.795353
aniline   |   -285.856979   |   -285.770885   |   -285.856651
anisole   |   -344.731238   |   -344.623737   |   -344.730882
anthracene   |   -536.205715   |   -536.052   |   -536.204702
anti-tricyclo-4-2-0-0-octane   |   -309.959648   |   -309.869486   |   -309.959788
arginine   |   -603.176888   |   -602.992426   |   -603.176785
asparagine   |   -489.887779   |   -489.736109   |   -489.887814
aspartic_acid   |   -509.729971   |   -509.570865   |   -509.729796
azetidine   |   -172.156602   |   -172.103282   |   -172.156288
azidoethene   |   -240.82606   |   -240.751863   |   -240.82579
aziridine   |   -133.102124   |   -133.059615   |   -133.100324
azulene   |   -383.436342   |   -383.32483   |   -383.435934
benzaldehyde   |   -343.576837   |   -343.473604   |   -343.576875
benzamide   |   -398.662583   |   -398.542734   |   -398.66259
benzene   |   -230.798309   |   -230.728351   |   -230.798049
benzene-1-3-5-triamine   |   -395.979086   |   -395.860566   |   -395.978422
benzenethiol   |   -628.347554   |   -628.258474   |   -628.347015
benzo1-2-b-3-4-b--5-6-b--trifuran   |   -682.737316   |   -682.532005   |   -682.736611
benzo1-2-b-3-4-b--5-6-b--tripyrrole   |   -623.256904   |   -623.077561   |   -623.25561
benzocyclobutadiene   |   -306.458084   |   -306.368413   |   -306.457524
benzofuran   |   -381.445904   |   -381.330845   |   -381.445621
benzoic_acid   |   -418.508713   |   -418.381411   |   -418.508803
benzonitrile   |   -322.566969   |   -322.47244   |   -322.566827
benzoquinone   |   -379.398222   |   -379.284341   |   -379.397868
benzothiophene   |   -704.114683   |   -704.003137   |   -704.114069
benzyl_alcohol   |   -344.739797   |   -344.635452   |   -344.739731
benzyne   |   -229.481221   |   -229.412705   |   -229.481497
beta-alanine   |   -322.017091   |   -321.915102   |   -322.016969
beta-propiolactone   |   -265.76261   |   -265.677743   |   -265.762522
bicyclo-1-1-0-butane   |   -154.937599   |   -154.888396   |   -154.937983
bicyclo-1-1-0-butane-1-carbonitrile   |   -246.708636   |   -246.634961   |   -246.709462
bicyclo-2-1-0-pent-2-ene   |   -192.791461   |   -192.732913   |   -192.791484
bicyclo-2-1-0-pentane   |   -194.006775   |   -193.946844   |   -194.006642
bicyclo-2-1-1-hex-2-ene   |   -231.868968   |   -231.80044   |   -231.868473
bicyclo-2-2-0-hex-1-4-ene   |   -231.812402   |   -231.743182   |   -231.812975
bicyclo-2-2-0-hexane   |   -233.058573   |   -232.988588   |   -233.058558
bicyclo-2-2-2-octane   |   -311.226747   |   -311.134578   |   -311.226274
bicyclo-3-1-0-hex-2-ene   |   -231.906055   |   -231.835668   |   -231.905826
bicyclo-3-1-0-hexane   |   -233.095897   |   -233.024497   |   -233.095724
bicyclo-3-3-1-nonane   |   -350.186113   |   -350.082725   |   -350.185425
bicyclo-4-2-0-octane   |   -311.199984   |   -311.107222   |   -311.200106
bicyclo-5-1-0-octane   |   -311.196395   |   -311.101738   |   -311.19655
bicyclopropyl   |   -233.06033   |   -232.986324   |   -233.060232
biphenyl   |   -460.435648   |   -460.301087   |   -460.435141
biphenylene   |   -459.191497   |   -459.059721   |   -459.19119
but-2-ynamide   |   -283.781495   |   -283.691331   |   -283.782177
buta-1-3-diene-1-4-dione   |   -302.430039   |   -302.333881   |   -302.430769
buta-1-3-diyn-1-4-diol   |   -302.333819   |   -302.235209   |   -302.336108
buta-1-3-diynyl_fluoromethyl_carbonate   |   -553.084748   |   -552.899697   |   -553.086437
butanal   |   -231.091634   |   -231.017178   |   -231.091857
butanamide   |   -286.181603   |   -286.090397   |   -286.181961
butane   |   -157.366768   |   -157.313613   |   -157.366913
butanenitrile   |   -210.087656   |   -210.022126   |   -210.08793
butanethiol   |   -554.917552   |   -554.846688   |   -554.917677
butatriene   |   -153.758943   |   -153.708827   |   -153.759546
butyl_acetate   |   -384.119133   |   -383.994367   |   -384.119068
butylbenzene   |   -387.003118   |   -386.8854   |   -387.003063
butyric_acid   |   -306.026544   |   -305.927858   |   -306.02672
calicene   |   -306.418852   |   -306.326624   |   -306.418356
carbodiimide   |   -147.971688   |   -147.926044   |   -147.971555
carbon_dioxide   |   -187.725545   |   -187.662759   |   -187.72565
carbon_disulfide   |   -832.980751   |   -832.930766   |   -832.980246
carbonic_acid   |   -263.786647   |   -263.699429   |   -263.787035
carbonic_chloride_fluoride   |   -671.793691   |   -671.698964   |   -671.793965
carbonochloridodithioic_acid   |   -1332.113968   |   -1332.030086   |   -1332.11392
carbonothioic_dihydrazide   |   -656.76233   |   -656.666261   |   -656.762518
carbonyl_fluoride   |   -311.767847   |   -311.654004   |   -311.768589
carbonyl_sulfide   |   -510.355794   |   -510.299915   |   -510.355876
chloroacetaldehyde   |   -611.926214   |   -611.858883   |   -611.926288
chloroacetonitrile   |   -590.913178   |   -590.85474   |   -590.913474
chloroacetylene   |   -535.78654   |   -535.739583   |   -535.786881
chloroaminoacetic_acid   |   -741.867382   |   -741.759496   |   -741.866882
chlorobenzene   |   -689.738296   |   -689.650758   |   -689.737994
chlorochloromethylmalononitrile   |   -1180.640511   |   -1180.529563   |   -1180.641284
chlorodifluoromethane   |   -696.96058   |   -696.853891   |   -696.96063
chloroethane   |   -538.210731   |   -538.165159   |   -538.21078
chloroethene   |   -537.013067   |   -536.967907   |   -537.01323
chlorofluoromethane   |   -598.052136   |   -597.98264   |   -598.052053
chloroketene   |   -610.723403   |   -610.654497   |   -610.723541
chloromethane   |   -499.156406   |   -499.122237   |   -499.156257
chloromethylbenzene   |   -728.791376   |   -728.69319   |   -728.791037
chloromethyloxirane   |   -650.939289   |   -650.859451   |   -650.938879
chlorotrifluoromethane   |   -795.87233   |   -795.72738   |   -795.872343
cinnamaldehyde   |   -420.493958   |   -420.367963   |   -420.493926
cis-1-2-dimethylcyclobutane   |   -234.266186   |   -234.192902   |   -234.266433
cis-1-3-dimethylcyclobutane   |   -234.269725   |   -234.196332   |   -234.270036
cis-2-3-4-hexatriene   |   -231.869262   |   -231.79428   |   -231.869668
cis-bicyclo-6-1-0-nonane   |   -350.241835   |   -350.135597   |   -350.242092
crotonoic_acid   |   -304.840206   |   -304.74267   |   -304.840423
cubane   |   -307.508032   |   -307.424744   |   -307.508061
cyanamide   |   -147.981042   |   -147.935561   |   -147.981023
cyanic_acid   |   -167.806598   |   -167.753026   |   -167.807001
cyanic_fluoride   |   -191.788491   |   -191.721433   |   -191.789565
cyanoacetyl_isocyanate   |   -411.444473   |   -411.318218   |   -411.444645
cyanogen   |   -184.664657   |   -184.611153   |   -184.665549
cyanogen_chloride   |   -551.844587   |   -551.795905   |   -551.844611
cyanomethylsulfanylhydroxyacetic_acid   |   -831.158487   |   -831.004208   |   -831.157632
cyclobutadiene   |   -153.709387   |   -153.661899   |   -153.708553
cyclobutane   |   -156.162657   |   -156.113164   |   -156.162769
cyclobutanecarbonitrile   |   -247.933698   |   -247.859841   |   -247.934157
cyclobutanol   |   -231.05702   |   -230.984855   |   -231.056958
cyclobutanone   |   -229.898691   |   -229.827238   |   -229.898539
cyclobutene   |   -154.965935   |   -154.917344   |   -154.965743
cyclobutylamine   |   -211.216268   |   -211.151547   |   -211.216573
cycloheptane   |   -273.342811   |   -273.258643   |   -273.343059
cycloheptanol   |   -348.237652   |   -348.131177   |   -348.237873
cycloheptatriene   |   -269.793425   |   -269.712399   |   -269.793436
cyclohexane   |   -234.304696   |   -234.232279   |   -234.30482
cyclohexane-1-3-5-triol   |   -458.98826   |   -458.84857   |   -458.988232
cyclohexane-1-4-dione   |   -381.766789   |   -381.65109   |   -381.766791
cyclohexanol   |   -309.200417   |   -309.105593   |   -309.200524
cyclohexanone   |   -308.037925   |   -307.943883   |   -308.038014
cyclohexene   |   -233.116859   |   -233.045373   |   -233.116831
cyclohexylamine   |   -289.356185   |   -289.268718   |   -289.356468
cyclohexyl_hydroperoxide   |   -383.992048   |   -383.873946   |   -383.992253
cyclooctane   |   -312.384723   |   -312.288849   |   -312.38504
cyclooctatetraene   |   -307.651856   |   -307.559574   |   -307.651714
cyclopentanamine   |   -250.297807   |   -250.221894   |   -250.297995
cyclopentane   |   -195.244604   |   -195.183729   |   -195.244631
cyclopentanecarbonitrile   |   -287.015346   |   -286.93024   |   -287.015748
cyclopentanethiol   |   -592.797059   |   -592.718639   |   -592.797256
cyclopentanol   |   -270.139533   |   -270.056265   |   -270.139442
cyclopentanone   |   -268.98256   |   -268.89992   |   -268.982419
cyclopentene   |   -194.059157   |   -193.999134   |   -194.05894
cyclopropane   |   -117.110825   |   -117.07137   |   -117.110815
cyclopropanecarbonitrile   |   -208.881721   |   -208.817796   |   -208.882082
cyclopropanecarboxylic_acid   |   -304.824693   |   -304.727556   |   -304.824734
cyclopropanone   |   -190.812169   |   -190.751063   |   -190.812153
cyclopropene   |   -115.875141   |   -115.836539   |   -115.874911
cyclopropylacetylene   |   -192.814942   |   -192.752687   |   -192.815008
cyclopropylamine   |   -172.16476   |   -172.109951   |   -172.164818
cysteine   |   -719.572613   |   -719.453041   |   -719.572663
cytosine   |   -392.796827   |   -392.678308   |   -392.797047
decan-2-one   |   -465.407554   |   -465.260798   |   -465.407452
decane   |   -391.673273   |   -391.548022   |   -391.673297
di-2-chloroethylether   |   -1150.133675   |   -1150.022569   |   -1150.133192
di-2-propyn-1-yltrioxidane   |   -455.13524   |   -454.989129   |   -455.135019
diacetylene   |   -152.563382   |   -152.512715   |   -152.563716
diaminoethyne   |   -186.968755   |   -186.908831   |   -186.969389
diaminomethane   |   -150.320942   |   -150.273203   |   -150.32101
diazenylacetic_acid   |   -336.793812   |   -336.690703   |   -336.792886
diaziridine   |   -149.076157   |   -149.03115   |   -149.0718
diazomethane   |   -147.913729   |   -147.866712   |   -147.913613
dichloroacetaldehyde   |   -1070.858462   |   -1070.77393   |   -1070.858624
dichloroacetylene   |   -994.714996   |   -994.647885   |   -994.715569
dichlorodifluoromethane   |   -1155.889774   |   -1155.764532   |   -1155.889609
dichlorofluoromethane   |   -1056.986669   |   -1056.899012   |   -1056.986564
dichloromethane   |   -958.091129   |   -958.039511   |   -958.091073
dicyanomethane   |   -223.736194   |   -223.670487   |   -223.736598
dicyanomethanol   |   -298.613836   |   -298.525435   |   -298.614557
diethoxysulfoxide   |   -779.566305   |   -779.384291   |   -779.564455
diethylamine   |   -212.412547   |   -212.343254   |   -212.412275
diethyl_butanedioate   |   -610.870465   |   -610.674416   |   -610.870197
diethyl_disulfide   |   -952.476048   |   -952.38217   |   -952.475547
diethylhydroxylamine   |   -287.250239   |   -287.158992   |   -287.250043
diethyl_malonate   |   -571.813456   |   -571.629205   |   -571.813151
diethyl_peroxide   |   -307.04914   |   -306.947682   |   -307.049129
diethyl_sulfide   |   -554.917019   |   -554.843848   |   -554.916852
diethyl_sulfone   |   -704.682594   |   -704.513698   |   -704.682379
diethyl_sulfoxide   |   -629.774374   |   -629.658938   |   -629.774259
diethynylcarbamodithioic_acid   |   -1040.556997   |   -1040.441919   |   -1040.558788
difluoroacetylene   |   -274.595154   |   -274.493597   |   -274.59732
difluoroaminomethyl_acetate   |   -519.65678   |   -519.485325   |   -519.656789
difluoromethane   |   -238.019543   |   -237.931435   |   -238.01981
difuro3-2-b-2--3--dfuran   |   -529.967496   |   -529.804778   |   -529.967176
dihydro-23H-thiophenone   |   -627.491231   |   -627.400792   |   -627.491247
dihydro-32H-thiophenone   |   -627.481016   |   -627.390808   |   -627.480993
diisobutyl_sulfone   |   -860.88531   |   -860.669715   |   -860.884634
diisopropylamine   |   -290.513758   |   -290.42077   |   -290.513825
dimethoxymethane   |   -268.082806   |   -267.991564   |   -268.08236
dimethoxysulfoxide   |   -701.456837   |   -701.299579   |   -701.454937
dimethylamine   |   -134.305154   |   -134.259959   |   -134.305073
dimethylcarbamodithioic_acid   |   -967.291413   |   -967.199223   |   -967.291903
dimethylcarbonate   |   -341.861754   |   -341.746611   |   -341.861695
dimethyl_carbonotrithioate   |   -1309.789924   |   -1309.690991   |   -1309.789369
dimethyldisulfide   |   -874.373204   |   -874.302228   |   -874.372317
dimethylether   |   -154.140964   |   -154.086741   |   -154.140711
dimethylnitroamine   |   -337.859183   |   -337.75217   |   -337.858831
dimethylperoxide   |   -228.937469   |   -228.85964   |   -228.937212
dimethylsulfide   |   -476.814773   |   -476.764695   |   -476.814288
dimethylsulfone   |   -626.584332   |   -626.436542   |   -626.58314
dimethylsulfoxide   |   -551.675048   |   -551.581585   |   -551.674229
dimethyl_trisulfide   |   -1271.931872   |   -1271.840209   |   -1271.930186
dioxathiolane   |   -625.300029   |   -625.204128   |   -625.299929
dioxirane   |   -188.695965   |   -188.633013   |   -188.695248
diphenylsulfoxide   |   -932.830923   |   -932.63368   |   -932.830638
dipropargylnitrosamine   |   -414.406587   |   -414.27914   |   -414.407413
dipropylamine   |   -290.513916   |   -290.420574   |   -290.513667
dipropyl_sulfoxide   |   -707.867949   |   -707.729693   |   -707.867494
dispiro2-0-2-1heptane   |   -270.886663   |   -270.802021   |   -270.887137
disulfanylacetic_acid   |   -1023.014817   |   -1022.900993   |   -1023.014355
disulfanylmethylenemalononitrile   |   -1056.699073   |   -1056.583044   |   -1056.697969
di-t-butyl_peroxide   |   -463.259922   |   -463.11308   |   -463.260044
di-t-butyl_sulfoxide   |   -785.961903   |   -785.803159   |   -785.96129
dithiolane-3-5-diimine   |   -1019.998381   |   -1019.893324   |   -1019.996573
dithiooxamide   |   -982.157556   |   -982.066989   |   -982.158145
divinylsulfide   |   -552.530168   |   -552.458092   |   -552.529875
E-1-2-3-trifluoropropene   |   -413.80804   |   -413.662774   |   -413.807895
E-1-2-dichloroethene   |   -995.950567   |   -995.886985   |   -995.950521
E-1-2-difluoroethene   |   -275.8599   |   -275.76105   |   -275.860008
E-1-3-3-trifluoropropene   |   -413.833037   |   -413.687007   |   -413.833017
E-1-3-5-hexatriene   |   -231.91088   |   -231.837792   |   -231.910785
E-1-3-hexadiene   |   -233.095282   |   -233.020937   |   -233.095479
E-1-3-pentadiene   |   -194.045832   |   -193.983257   |   -194.045788
E-1-4-hexadiene   |   -233.089576   |   -233.015111   |   -233.08967
E-1-chloro-1-butene   |   -615.119088   |   -615.049565   |   -615.119179
E-1-chloro-1-propene   |   -576.068317   |   -576.010753   |   -576.068331
E-1-chloro-3-chloroaminooxyprop-1-ene   |   -1164.848353   |   -1164.735429   |   -1164.848217
E-2-butene   |   -156.180797   |   -156.128704   |   -156.180768
E-2-butenenitrile   |   -208.898322   |   -208.83399   |   -208.898572
E-2-chloro-2-butene   |   -615.122046   |   -615.052621   |   -615.121815
E-2-diazino-1-2-methylprop-2-enoxy-ethenolate   |   -490.624795   |   -490.470753   |   -490.625129
E-2-pentene   |   -195.231455   |   -195.167346   |   -195.231499
E-2-pentenenitrile   |   -247.948263   |   -247.872109   |   -247.948692
E-3-amino-3-oxo-1-propen-1-yl_thiocyanate   |   -735.240241   |   -735.115343   |   -735.239735
E-3-chloroacryloyl_chloride   |   -1108.741817   |   -1108.645013   |   -1108.741829
E-3-chloroprop-2-enenitrile   |   -628.778482   |   -628.708255   |   -628.778789
E-3-methyl-2-pentene   |   -234.280636   |   -234.204374   |   -234.280489
E-3-penten-1-yne   |   -192.832957   |   -192.7703   |   -192.833055
E-3-pentenenitrile   |   -247.948223   |   -247.871824   |   -247.948487
E-5-azido-1-chloro-1-penten-3-yne   |   -814.517333   |   -814.390456   |   -814.517019
E-azodioxymethane   |   -337.811345   |   -337.706451   |   -337.811975
E-dimethyldiazine   |   -188.155082   |   -188.097352   |   -188.154531
E-E-2-4-hexadiene   |   -233.100416   |   -233.025481   |   -233.100328
E-hept-2-ene   |   -273.333209   |   -273.245132   |   -273.333255
E-hex-2-en-4-yne   |   -231.89309   |   -231.818058   |   -231.893389
E-hex-2-enal   |   -308.010287   |   -307.912959   |   -308.010557
E-hex-2-ene   |   -234.282402   |   -234.206315   |   -234.282447
E-hexa-1-5-diyne-3-ene   |   -229.48174   |   -229.408488   |   -229.482053
E-oct-2-enal   |   -386.111985   |   -385.990669   |   -386.112244
E-pent-3-en-2-one   |   -268.967236   |   -268.881746   |   -268.967289
ethane   |   -79.266521   |   -79.237264   |   -79.266565
ethanedial   |   -226.698587   |   -226.626708   |   -226.698984
ethanethioamide   |   -530.714414   |   -530.654435   |   -530.714834
ethanethiol   |   -476.817226   |   -476.770149   |   -476.817385
ethanimine   |   -133.138699   |   -133.096517   |   -133.138761
ethanol   |   -154.157298   |   -154.105469   |   -154.157334
ethenamine   |   -133.132664   |   -133.089085   |   -133.132642
ethene   |   -78.070897   |   -78.043702   |   -78.071062
ethenethione   |   -474.430812   |   -474.386605   |   -474.430978
ethenol   |   -152.970762   |   -152.919682   |   -152.97091
ethenylcyclopropane   |   -194.025047   |   -193.962757   |   -194.02492
ethoxyacetonitrile   |   -284.960873   |   -284.870551   |   -284.961067
ethoxybenzene   |   -383.787256   |   -383.667848   |   -383.78694
ethoxyethane   |   -232.253034   |   -232.175031   |   -232.25295
ethoxyethene   |   -231.062636   |   -230.985491   |   -231.062803
ethylacetate   |   -306.01762   |   -305.91685   |   -306.017559
ethylamine   |   -134.31675   |   -134.272362   |   -134.316759
ethylbenzene   |   -308.901281   |   -308.807391   |   -308.901144
ethyl_butanoate   |   -384.119453   |   -383.99479   |   -384.119369
ethylcyclobutane   |   -234.264943   |   -234.191498   |   -234.265045
ethylene_diacetate   |   -532.765341   |   -532.593026   |   -532.765142
ethylenediamine   |   -189.366953   |   -189.307336   |   -189.367098
ethylenediisothiocyanate   |   -1057.88923   |   -1057.771916   |   -1057.891208
ethylenedithiocyanate   |   -1057.873764   |   -1057.753613   |   -1057.87292
ethylestercarbonochloridic_acid   |   -725.890692   |   -725.78414   |   -725.890591
ethylformate   |   -266.954429   |   -266.865783   |   -266.9545
ethyl_hexanoate   |   -462.221138   |   -462.0725   |   -462.221037
ethylhydroperoxide   |   -228.950757   |   -228.875114   |   -228.950782
ethylidyneazane_oxide   |   -206.776212   |   -206.709135   |   -206.777668
ethylmethylestersulfurous_acid   |   -740.50991   |   -740.339577   |   -740.507873
ethylnitrate   |   -357.682144   |   -357.567177   |   -357.681112
ethylnitrite   |   -282.837856   |   -282.748384   |   -282.838081
ethyl_pentanoate   |   -423.170318   |   -423.033668   |   -423.170228
ethyl_propanoate   |   -345.068818   |   -344.956163   |   -345.068794
ethylpropylsulfide   |   -593.967822   |   -593.882684   |   -593.967647
ethylurea   |   -302.195665   |   -302.099183   |   -302.195966
ethyne   |   -76.856344   |   -76.828687   |   -76.855833
ethynoxyethyne   |   -227.403846   |   -227.326419   |   -227.405441
ethynoxymethoxyacetylene   |   -341.351638   |   -341.237339   |   -341.353315
ethynylformate   |   -264.521015   |   -264.432685   |   -264.521719
ethynylhydrazine   |   -186.925414   |   -186.865978   |   -186.925429
ethynyl_hydrodisulfide   |   -871.963338   |   -871.895029   |   -871.963008
ethynylsulfanylmethylsulfanylethyne   |   -986.700053   |   -986.594039   |   -986.699932
ethynylthiourea   |   -622.423594   |   -622.335422   |   -622.42468
fluoroacetonitrile   |   -230.86861   |   -230.792719   |   -230.869141
fluoroacetylene   |   -175.730062   |   -175.665235   |   -175.731037
fluorobenzene   |   -329.698084   |   -329.592716   |   -329.697737
fluoroethane   |   -178.16682   |   -178.103511   |   -178.166676
fluoroethene   |   -176.971174   |   -176.908084   |   -176.971396
fluoromethane   |   -139.109065   |   -139.057395   |   -139.108883
formaldehyde   |   -113.923636   |   -113.885509   |   -113.92395
formamide   |   -169.018893   |   -168.963862   |   -169.019168
formic_acid   |   -188.860249   |   -188.797504   |   -188.860547
formyl_chloride   |   -572.880948   |   -572.824694   |   -572.881138
formyl_fluoride   |   -212.853486   |   -212.778122   |   -212.854033
fulminic_acid   |   -167.711664   |   -167.656871   |   -167.712888
fulvene   |   -230.742047   |   -230.672292   |   -230.741626
fumaronitrile   |   -261.601161   |   -261.524556   |   -261.601707
furan   |   -228.727309   |   -228.654527   |   -228.727292
furan-2-carbaldehyde   |   -341.50577   |   -341.399615   |   -341.505861
gamma-butyrolactone   |   -304.842342   |   -304.745853   |   -304.842138
glucose   |   -683.670484   |   -683.460945   |   -683.670181
glutamic_acid   |   -548.780552   |   -548.609588   |   -548.780746
glutamine   |   -528.935592   |   -528.771713   |   -528.935817
glycerine   |   -342.996442   |   -342.887775   |   -342.996455
glycine   |   -282.975018   |   -282.885044   |   -282.975034
glycolic_acid   |   -302.813943   |   -302.716201   |   -302.814097
glyoxime   |   -336.68863   |   -336.586315   |   -336.687318
guanidine   |   -204.230766   |   -204.167999   |   -204.230931
heptalene   |   -460.331874   |   -460.197888   |   -460.331181
heptan-2-one   |   -348.255125   |   -348.144382   |   -348.255062
heptanal   |   -348.244171   |   -348.133716   |   -348.24433
heptane   |   -274.520854   |   -274.431613   |   -274.520909
hexa-1-3-diene-5-yne   |   -230.6971   |   -230.623939   |   -230.697189
hexachlorobenzene   |   -2984.391436   |   -2984.211402   |   -2984.389049
hexachloroethane   |   -2832.844244   |   -2832.712944   |   -2832.843989
hexafluorobenzene   |   -824.144739   |   -823.859768   |   -824.144214
hexafluoroethane   |   -672.709254   |   -672.462965   |   -672.708936
