Name   |   Ref (HF/aDZ + (C/CBS - C/aDZ)) (A.U.)   |   Base (HF/aDZ) (A.U.)   |   ACP_C (A.U.)
BDE49_nonexpt_2362_mol2   |   -517.60353800   |   -517.34970600   |   -517.60380500
BDE49_nonexpt_2365_mol1   |   -770.30519500   |   -770.04714100   |   -770.30531700
BDE49_nonexpt_2366_mol1   |   -959.19608800   |   -958.75339400   |   -959.19612100
BDE49_nonexpt_2367_mol1   |   -886.19701100   |   -885.81807600   |   -886.19748000
BDE49_nonexpt_2368_mol1   |   -850.30802600   |   -849.95730200   |   -850.30874700
BDE49_nonexpt_2369_mol1   |   -749.38537900   |   -749.14829000   |   -749.38511600
BDE49_nonexpt_2369_mol2   |   -458.62725900   |   -458.43080800   |   -458.62649300
BDE49_nonexpt_236_mol1   |   -1190.36377200   |   -1189.94082600   |   -1190.36414300
BDE49_nonexpt_2370_mol1   |   -917.36209200   |   -916.96075100   |   -917.36181500
BDE49_nonexpt_2371_mol1   |   -995.50880300   |   -995.02078300   |   -995.50845100
BDE49_nonexpt_2371_mol3   |   -497.70120500   |   -497.46106600   |   -497.70038200
BDE49_nonexpt_2372_mol1   |   -788.45900300   |   -788.17835400   |   -788.45880700
BDE49_nonexpt_2373_mol1   |   -827.52784600   |   -827.20424700   |   -827.52722700
BDE49_nonexpt_2374_mol1   |   -636.54068800   |   -636.40949200   |   -636.54003200
BDE49_nonexpt_2375_mol1   |   -675.60815400   |   -675.43366200   |   -675.60754700
BDE49_nonexpt_2376_mol1   |   -714.67665300   |   -714.45930100   |   -714.67494500
BDE49_nonexpt_2378_mol1   |   -769.80251400   |   -769.52649400   |   -769.80071000
BDE49_nonexpt_2379_mol1   |   -847.93936800   |   -847.57845100   |   -847.93631000
BDE49_nonexpt_237_mol1   |   -1190.36893000   |   -1189.94594400   |   -1190.36999600
BDE49_nonexpt_2380_mol1   |   -674.39926400   |   -674.23374400   |   -674.39896900
BDE49_nonexpt_2381_mol1   |   -713.48987500   |   -713.28032000   |   -713.48939900
BDE49_nonexpt_2382_mol1   |   -752.56008200   |   -752.30755700   |   -752.56023200
BDE49_nonexpt_2383_mol1   |   -713.47166000   |   -713.26288500   |   -713.47138100
BDE49_nonexpt_2384_mol1   |   -767.38449900   |   -767.12642100   |   -767.38385200
BDE49_nonexpt_2386_mol1   |   -845.52868800   |   -845.18456600   |   -845.52804100
BDE49_nonexpt_2387_mol1   |   -749.40840900   |   -749.17188200   |   -749.40804700
BDE49_nonexpt_2387_mol2   |   -458.65099800   |   -458.45541600   |   -458.65053800
BDE49_nonexpt_2388_mol1   |   -788.50189000   |   -788.22123100   |   -788.50213500
BDE49_nonexpt_2388_mol2   |   -497.74466300   |   -497.50477900   |   -497.74473100
BDE49_nonexpt_2389_mol1   |   -827.56750500   |   -827.24381800   |   -827.56720300
BDE49_nonexpt_2389_mol2   |   -536.81053100   |   -536.52729600   |   -536.80999200
BDE49_nonexpt_238_mol1   |   -1190.36175600   |   -1189.93855300   |   -1190.36247200
BDE49_nonexpt_2392_mol1   |   -690.39031200   |   -690.21279200   |   -690.38817900
BDE49_nonexpt_2393_mol1   |   -729.47414300   |   -729.25315100   |   -729.47339200
BDE49_nonexpt_2394_mol1   |   -799.36864200   |   -799.08599400   |   -799.36309200
BDE49_nonexpt_2395_mol1   |   -877.53626000   |   -877.16689400   |   -877.53315900
BDE49_nonexpt_2396_mol1   |   -748.20559500   |   -747.97767000   |   -748.20535400
BDE49_nonexpt_2397_mol1   |   -748.24299800   |   -748.01478000   |   -748.24295100
BDE49_nonexpt_2398_mol1   |   -915.07194700   |   -914.68832600   |   -915.07110400
BDE49_nonexpt_2399_mol1   |   -860.04775700   |   -859.71549200   |   -860.04762500
BDE49_nonexpt_239_mol1   |   -1174.36081500   |   -1173.94922200   |   -1174.36113100
BDE49_nonexpt_23_mol1   |   -201.72737900   |   -201.52602700   |   -201.72777000
BDE49_nonexpt_2400_mol1   |   -1138.68514300   |   -1138.09317700   |   -1138.68374000
BDE49_nonexpt_2401_mol1   |   -673.25428400   |   -673.09828500   |   -673.25381100
BDE49_nonexpt_2402_mol1   |   -765.09214900   |   -764.85303500   |   -765.09105800
BDE49_nonexpt_2403_mol1   |   -785.15048800   |   -784.89027400   |   -785.14998300
BDE49_nonexpt_2404_mol1   |   -785.12329500   |   -784.86198500   |   -785.12370900
BDE49_nonexpt_2406_mol1   |   -838.96871000   |   -838.66040500   |   -838.96318900
BDE49_nonexpt_2407_mol1   |   -710.19192600   |   -710.00133400   |   -710.18919400
BDE49_nonexpt_2408_mol1   |   -749.30157000   |   -749.06490700   |   -749.30064400
BDE49_nonexpt_2409_mol1   |   -788.38992600   |   -788.10933200   |   -788.38956000
BDE49_nonexpt_240_mol1   |   -1288.36407900   |   -1287.83872400   |   -1288.36485800
BDE49_nonexpt_2410_mol1   |   -827.45846100   |   -827.13555700   |   -827.45917800
BDE49_nonexpt_2411_mol1   |   -917.19051300   |   -916.79040500   |   -917.18894800
BDE49_nonexpt_2412_mol1   |   -995.36326300   |   -994.87575300   |   -995.36280000
BDE49_nonexpt_2413_mol1   |   -902.54055700   |   -902.14544900   |   -902.54019700
BDE49_nonexpt_2413_mol2   |   -611.78210000   |   -611.42777300   |   -611.78174500
BDE49_nonexpt_2414_mol1   |   -979.04522100   |   -978.91226000   |   -979.04516700
BDE49_nonexpt_2415_mol1   |   -1376.67771000   |   -1376.48450600   |   -1376.67748500
BDE49_nonexpt_2416_mol1   |   -1454.82571500   |   -1454.54480200   |   -1454.82545800
BDE49_nonexpt_2417_mol1   |   -1018.12055800   |   -1017.94352800   |   -1018.12064600
BDE49_nonexpt_2418_mol1   |   -1376.63684600   |   -1376.44391100   |   -1376.63733400
BDE49_nonexpt_2419_mol1   |   -2171.86024500   |   -2171.54724800   |   -2171.86030400
BDE49_nonexpt_241_mol1   |   -1288.36918300   |   -1287.84380200   |   -1288.36987600
BDE49_nonexpt_2420_mol1   |   -2250.02204700   |   -2249.62089300   |   -2250.02347800
BDE49_nonexpt_2421_mol1   |   -1415.71757000   |   -1415.48043600   |   -1415.71833600
BDE49_nonexpt_2423_mol1   |   -1826.13910700   |   -1825.50956000   |   -1826.13906300
BDE49_nonexpt_2424_mol1   |   -1242.83907100   |   -1242.44629500   |   -1242.84068500
BDE49_nonexpt_2424_mol2   |   -952.08041100   |   -951.72804100   |   -952.08169200
BDE49_nonexpt_2425_mol1   |   -1203.77242400   |   -1203.42179800   |   -1203.77363400
BDE49_nonexpt_2426_mol1   |   -1070.85409800   |   -1070.63867300   |   -1070.85440200
BDE49_nonexpt_2427_mol1   |   -1070.87156400   |   -1070.65737300   |   -1070.87124900
BDE49_nonexpt_2428_mol1   |   -1560.32706300   |   -1559.97167600   |   -1560.32578900
BDE49_nonexpt_2429_mol1   |   -1560.29245700   |   -1559.93470900   |   -1560.29238900
BDE49_nonexpt_242_mol1   |   -1288.37411300   |   -1287.84866000   |   -1288.37484100
BDE49_nonexpt_2430_mol1   |   -1016.89072800   |   -1016.72505500   |   -1016.89048300
BDE49_nonexpt_2431_mol1   |   -1452.36789000   |   -1452.10959900   |   -1452.36763000
BDE49_nonexpt_2432_mol1   |   -1091.85808100   |   -1091.62228100   |   -1091.85879300
BDE49_nonexpt_2433_mol1   |   -1602.30043400   |   -1601.90187700   |   -1602.30150400
BDE49_nonexpt_2434_mol1   |   -1602.28487700   |   -1601.88277700   |   -1602.28523600
BDE49_nonexpt_2435_mol1   |   -1091.84807600   |   -1091.61057800   |   -1091.84784600
BDE49_nonexpt_2436_mol1   |   -1130.93962900   |   -1130.65880400   |   -1130.94052300
BDE49_nonexpt_2437_mol1   |   -1680.46434600   |   -1679.97601000   |   -1680.46578400
BDE49_nonexpt_2438_mol1   |   -1680.43218800   |   -1679.94535700   |   -1680.43278000
BDE49_nonexpt_2439_mol1   |   -1414.49072900   |   -1414.26798700   |   -1414.49084500
BDE49_nonexpt_2440_mol1   |   -1453.57640600   |   -1453.30881100   |   -1453.57700400
BDE49_nonexpt_2441_mol1   |   -2325.73827400   |   -2325.27666400   |   -2325.73866500
BDE49_nonexpt_2442_mol1   |   -2247.56919100   |   -2247.19693700   |   -2247.56863800
BDE49_nonexpt_2443_mol1   |   -922.79192600   |   -922.67333800   |   -922.79210400
BDE49_nonexpt_2444_mol1   |   -1264.17000900   |   -1264.00576000   |   -1264.17020900
BDE49_nonexpt_2445_mol1   |   -1420.50148700   |   -1420.16167500   |   -1420.50249300
BDE49_nonexpt_2446_mol1   |   -1000.95773000   |   -1000.75097600   |   -1000.95809100
BDE49_nonexpt_2447_mol1   |   -1714.01263600   |   -1713.41196800   |   -1714.01269700
BDE49_nonexpt_2448_mol1   |   -1864.05497000   |   -1863.31315600   |   -1864.05626500
BDE49_nonexpt_2449_mol1   |   -1261.78822700   |   -1261.33866800   |   -1261.78965900
BDE49_nonexpt_2449_mol2   |   -971.02819100   |   -970.61971900   |   -971.02983200
BDE49_nonexpt_244_mol1   |   -1213.44429600   |   -1212.98978700   |   -1213.44484200
BDE49_nonexpt_2450_mol1   |   -1222.72261500   |   -1222.31554200   |   -1222.72390700
BDE49_nonexpt_2451_mol1   |   -606.67876300   |   -606.58058300   |   -606.67863600
BDE49_nonexpt_2451_mol2   |   -315.93610400   |   -315.87766400   |   -315.93634400
BDE49_nonexpt_2452_mol1   |   -631.94329600   |   -631.81980900   |   -631.94290200
BDE49_nonexpt_2453_mol1   |   -932.02800100   |   -931.61433200   |   -932.02806000
BDE49_nonexpt_2454_mol1   |   -834.84179100   |   -834.51359200   |   -834.84252300
BDE49_nonexpt_2454_mol2   |   -544.09092700   |   -543.80294600   |   -544.09142100
BDE49_nonexpt_2455_mol1   |   -756.71386100   |   -756.47060400   |   -756.71273700
BDE49_nonexpt_2455_mol2   |   -465.96214100   |   -465.75943900   |   -465.96092300
BDE49_nonexpt_2456_mol1   |   -720.79809200   |   -720.58274700   |   -720.79811100
BDE49_nonexpt_2456_mol2   |   -430.04752200   |   -429.87253900   |   -430.04755500
BDE49_nonexpt_2457_mol1   |   -759.85888300   |   -759.60116000   |   -759.85930700
BDE49_nonexpt_2457_mol2   |   -469.10950000   |   -468.89192800   |   -469.10982500
BDE49_nonexpt_2458_mol1   |   -860.18528800   |   -859.82792300   |   -860.18535500
BDE49_nonexpt_2459_mol1   |   -1092.98654800   |   -1092.73712600   |   -1092.98597300
BDE49_nonexpt_245_mol1   |   -1213.44601300   |   -1212.99144100   |   -1213.44655500
BDE49_nonexpt_2460_mol1   |   -1128.84019000   |   -1128.56432400   |   -1128.84128200
BDE49_nonexpt_2462_mol1   |   -921.16675200   |   -920.76736800   |   -921.16741400
BDE49_nonexpt_2463_mol1   |   -1190.92858800   |   -1190.24504100   |   -1190.92848800
BDE49_nonexpt_2464_mol1   |   -1190.92230300   |   -1190.23884900   |   -1190.92263200
BDE49_nonexpt_2466_mol1   |   -806.17181700   |   -805.94101100   |   -806.17179600
BDE49_nonexpt_2467_mol1   |   -884.33684400   |   -884.01914000   |   -884.33707200
BDE49_nonexpt_2468_mol1   |   -845.25429300   |   -844.97999000   |   -845.25426000
BDE49_nonexpt_2469_mol1   |   -767.08908400   |   -766.90182400   |   -767.08907100
BDE49_nonexpt_2470_mol1   |   -806.18624100   |   -805.95430600   |   -806.18599500
BDE49_nonexpt_2471_mol1   |   -806.16793000   |   -805.93752400   |   -806.16765900
BDE49_nonexpt_2472_mol1   |   -845.28175600   |   -845.00589000   |   -845.28183800
BDE49_nonexpt_2473_mol1   |   -806.20470100   |   -805.97191900   |   -806.20465100
BDE49_nonexpt_2474_mol1   |   -767.10821800   |   -766.91972700   |   -767.10795800
BDE49_nonexpt_2475_mol1   |   -845.24698000   |   -844.97399000   |   -845.24667000
BDE49_nonexpt_2476_mol1   |   -954.74054000   |   -954.37214400   |   -954.74128200
BDE49_nonexpt_2477_mol1   |   -918.72735000   |   -918.39395700   |   -918.72737900
BDE49_nonexpt_2478_mol1   |   -879.59783900   |   -879.30828400   |   -879.59769100
BDE49_nonexpt_2479_mol1   |   -957.80291900   |   -957.42565900   |   -957.80314300
BDE49_nonexpt_247_mol1   |   -1378.05028100   |   -1377.45135700   |   -1378.05015000
BDE49_nonexpt_2480_mol1   |   -1107.58956600   |   -1107.06578100   |   -1107.59013500
BDE49_nonexpt_2481_mol1   |   -845.23575400   |   -844.96254400   |   -845.23599400
BDE49_nonexpt_2482_mol1   |   -995.01828700   |   -994.59867800   |   -995.01832600
BDE49_nonexpt_2482_mol2   |   -704.28593000   |   -703.90903400   |   -704.28632800
BDE49_nonexpt_2483_mol1   |   -844.08874800   |   -843.81973600   |   -844.08912100
BDE49_nonexpt_2484_mol1   |   -883.17642200   |   -882.86439600   |   -883.17671100
BDE49_nonexpt_2485_mol1   |   -806.16874800   |   -805.93750900   |   -806.16864500
BDE49_nonexpt_2486_mol1   |   -1125.58627700   |   -1125.38345400   |   -1125.58715500
BDE49_nonexpt_2489_mol1   |   -884.32715600   |   -884.00942900   |   -884.32756000
BDE49_nonexpt_248_mol1   |   -1378.04812600   |   -1377.44914900   |   -1378.04792800
BDE49_nonexpt_2490_mol1   |   -728.01106800   |   -727.86737100   |   -728.01094800
BDE49_nonexpt_2491_mol1   |   -884.33119200   |   -884.01340600   |   -884.33153300
BDE49_nonexpt_2492_mol1   |   -845.25125800   |   -844.97712400   |   -845.25124000
BDE49_nonexpt_2493_mol1   |   -1164.68351300   |   -1164.43584100   |   -1164.68448500
BDE49_nonexpt_2494_mol1   |   -767.08597400   |   -766.89813100   |   -767.08577200
BDE49_nonexpt_2495_mol1   |   -767.07187700   |   -766.88563400   |   -767.07205100
BDE49_nonexpt_2496_mol1   |   -916.87330100   |   -916.53880200   |   -916.87379700
BDE49_nonexpt_2497_mol1   |   -957.80520100   |   -957.42862700   |   -957.80604300
BDE49_nonexpt_2498_mol1   |   -957.75686400   |   -957.38010500   |   -957.75654000
BDE49_nonexpt_2499_mol1   |   -845.24555900   |   -844.97127600   |   -845.24608200
BDE49_nonexpt_249_mol1   |   -2117.74689100   |   -2117.16626700   |   -2117.74755900
BDE49_nonexpt_24_mol1   |   -126.70745800   |   -126.57882600   |   -126.70787600
BDE49_nonexpt_2500_mol1   |   -845.24929800   |   -844.97478400   |   -845.24951400
BDE49_nonexpt_2501_mol1   |   -763.82031600   |   -763.65066000   |   -763.82097400
BDE49_nonexpt_2503_mol1   |   -762.68516500   |   -762.52329100   |   -762.68607100
BDE49_nonexpt_2507_mol1   |   -884.32852400   |   -884.01040700   |   -884.32897200
BDE49_nonexpt_2508_mol1   |   -918.70875800   |   -918.37678000   |   -918.70957100
BDE49_nonexpt_2509_mol1   |   -918.67380100   |   -918.34025000   |   -918.67344700
BDE49_nonexpt_250_mol1   |   -1327.16854600   |   -1326.60533700   |   -1327.16880800
BDE49_nonexpt_2510_mol1   |   -1068.48951300   |   -1068.01068700   |   -1068.48939400
BDE49_nonexpt_2511_mol1   |   -806.16348800   |   -805.93233900   |   -806.16383700
BDE49_nonexpt_2512_mol1   |   -806.15355400   |   -805.92377500   |   -806.15367500
BDE49_nonexpt_2513_mol1   |   -1242.83209500   |   -1242.50083100   |   -1242.83346700
BDE49_nonexpt_2514_mol1   |   -995.07015900   |   -994.64690200   |   -995.07001100
BDE49_nonexpt_2515_mol1   |   -879.95004400   |   -879.65675500   |   -879.95026100
BDE49_nonexpt_2516_mol1   |   -1262.48116900   |   -1261.80295400   |   -1262.48169700
BDE49_nonexpt_2517_mol1   |   -1352.16386900   |   -1351.41208000   |   -1352.16333000
BDE49_nonexpt_2518_mol1   |   -1203.77937300   |   -1203.48738600   |   -1203.78029100
BDE49_nonexpt_251_mol1   |   -1058.61470800   |   -1058.32319900   |   -1058.61537200
BDE49_nonexpt_251_mol2   |   -598.91794300   |   -598.70572800   |   -598.91839600
BDE49_nonexpt_2520_mol1   |   -955.93940300   |   -955.56361700   |   -955.93910300
BDE49_nonexpt_2520_mol2   |   -665.20652500   |   -664.87343300   |   -665.20685000
BDE49_nonexpt_2521_mol1   |   -884.36059400   |   -884.04081100   |   -884.36055500
BDE49_nonexpt_2522_mol1   |   -845.23370300   |   -844.96226100   |   -845.23442800
BDE49_nonexpt_2524_mol1   |   -1255.34023200   |   -1255.14259800   |   -1255.34016400
BDE49_nonexpt_2526_mol1   |   -932.66428900   |   -932.45547300   |   -932.66466700
BDE49_nonexpt_2527_mol1   |   -912.83388600   |   -912.63910800   |   -912.83516500
BDE49_nonexpt_2527_mol2   |   -453.24182300   |   -453.12917800   |   -453.24207000
BDE49_nonexpt_2528_mol1   |   -951.90797100   |   -951.66995800   |   -951.90857600
BDE49_nonexpt_2528_mol2   |   -492.31617200   |   -492.15985800   |   -492.31648000
BDE49_nonexpt_2529_mol1   |   -1061.40184500   |   -1061.07820100   |   -1061.40160600
BDE49_nonexpt_252_mol1   |   -829.74341300   |   -829.28550400   |   -829.74437500
BDE49_nonexpt_252_mol2   |   -370.03968800   |   -369.65986900   |   -370.03959200
BDE49_nonexpt_2530_mol1   |   -1814.79880500   |   -1814.47292000   |   -1814.79901400
BDE49_nonexpt_2530_mol2   |   -1355.20121600   |   -1354.95816900   |   -1355.20094600
BDE49_nonexpt_2531_mol1   |   -2525.05807600   |   -2524.65972200   |   -2525.05813800
BDE49_nonexpt_2531_mol2   |   -2065.46520400   |   -2065.14952400   |   -2065.46480500
BDE49_nonexpt_2532_mol1   |   -2066.00798900   |   -2065.68459700   |   -2066.00812000
BDE49_nonexpt_2532_mol2   |   -1606.41367400   |   -1606.17308700   |   -1606.41334800
BDE49_nonexpt_2533_mol1   |   -1606.95274100   |   -1606.70462900   |   -1606.95319700
BDE49_nonexpt_2533_mol2   |   -1147.35703000   |   -1147.19142500   |   -1147.35713700
BDE49_nonexpt_2534_mol1   |   -1147.89660200   |   -1147.72351200   |   -1147.89709900
BDE49_nonexpt_2534_mol2   |   -688.30099000   |   -688.21075400   |   -688.30114500
BDE49_nonexpt_2535_mol1   |   -1199.11648900   |   -1198.93272900   |   -1199.11689700
BDE49_nonexpt_2535_mol2   |   -739.52659300   |   -739.42390300   |   -739.52580900
BDE49_nonexpt_2536_mol1   |   -1277.29778200   |   -1277.02501700   |   -1277.29845400
BDE49_nonexpt_2536_mol2   |   -817.70858100   |   -817.51587200   |   -817.71025900
BDE49_nonexpt_2538_mol1   |   -2273.77187900   |   -2273.37485000   |   -2273.77281900
BDE49_nonexpt_2538_mol2   |   -1814.17547300   |   -1813.86131800   |   -1814.17586700
BDE49_nonexpt_2539_mol1   |   -1100.50713300   |   -1100.13788300   |   -1100.50678000
BDE49_nonexpt_2540_mol1   |   -1304.16686700   |   -1303.61138300   |   -1304.16572900
BDE49_nonexpt_2541_mol1   |   -1507.80435000   |   -1507.06447000   |   -1507.80314300
BDE49_nonexpt_2542_mol1   |   -974.99417300   |   -974.72511600   |   -974.99439500
BDE49_nonexpt_2543_mol1   |   -935.91146200   |   -935.68552200   |   -935.91164100
BDE49_nonexpt_2544_mol1   |   -1014.07572900   |   -1013.76419400   |   -1014.07645200
BDE49_nonexpt_2545_mol1   |   -1014.07528900   |   -1013.76295000   |   -1014.07554800
BDE49_nonexpt_2547_mol1   |   -974.99337200   |   -974.72384300   |   -974.99352900
BDE49_nonexpt_2549_mol1   |   -1424.03283800   |   -1423.63164800   |   -1424.03441800
BDE49_nonexpt_2549_mol2   |   -964.43822400   |   -964.11920700   |   -964.43910800
BDE49_nonexpt_254_mol1   |   -711.86479000   |   -711.52069900   |   -711.86430000
BDE49_nonexpt_254_mol2   |   -252.15980800   |   -251.89441500   |   -252.15781000
BDE49_nonexpt_2550_mol1   |   -1480.07404300   |   -1479.65928400   |   -1480.07550200
BDE49_nonexpt_2550_mol2   |   -1020.48130200   |   -1020.14859700   |   -1020.48187600
BDE49_nonexpt_2551_mol1   |   -1045.55854600   |   -1045.24317600   |   -1045.55913100
BDE49_nonexpt_2552_mol1   |   -1084.62699700   |   -1084.26876900   |   -1084.62803000
BDE49_nonexpt_2553_mol1   |   -1009.68192400   |   -1009.39413900   |   -1009.68258200
BDE49_nonexpt_2554_mol1   |   -970.58731200   |   -970.34398800   |   -970.58787700
BDE49_nonexpt_2555_mol1   |   -1498.96380800   |   -1498.49396200   |   -1498.96553600
BDE49_nonexpt_2555_mol2   |   -1039.36590500   |   -1038.97847100   |   -1039.36715900
BDE49_nonexpt_2556_mol1   |   -1069.55081600   |   -1069.22159900   |   -1069.55158000
BDE49_nonexpt_2557_mol1   |   -1429.58628300   |   -1429.27070400   |   -1429.58678800
BDE49_nonexpt_2557_mol2   |   -969.99066900   |   -969.75787600   |   -969.99034200
BDE49_nonexpt_2558_mol1   |   -1007.49113400   |   -1007.21366700   |   -1007.49085300
BDE49_nonexpt_2559_mol1   |   -1046.55920500   |   -1046.23903600   |   -1046.56062400
BDE49_nonexpt_255_mol1   |   -901.42821200   |   -900.91606400   |   -901.42775100
BDE49_nonexpt_255_mol2   |   -441.72585900   |   -441.29228500   |   -441.72443800
BDE49_nonexpt_2560_mol1   |   -934.70752100   |   -934.48926700   |   -934.70732800
BDE49_nonexpt_2561_mol1   |   -933.48008400   |   -933.26951400   |   -933.48049700
BDE49_nonexpt_2562_mol1   |   -949.54313300   |   -949.32331200   |   -949.54335400
BDE49_nonexpt_2563_mol1   |   -1347.14136900   |   -1346.86158500   |   -1347.14186800
BDE49_nonexpt_2563_mol2   |   -887.55694300   |   -887.35894200   |   -887.55725100
BDE49_nonexpt_2564_mol1   |   -1025.71568300   |   -1025.41430000   |   -1025.71559200
BDE49_nonexpt_2564_mol2   |   -566.11609400   |   -565.89728600   |   -566.11585900
BDE49_nonexpt_2565_mol1   |   -1064.79006400   |   -1064.44518400   |   -1064.79015700
BDE49_nonexpt_2565_mol2   |   -605.19002300   |   -604.92757100   |   -605.18995100
BDE49_nonexpt_2566_mol1   |   -1103.85435500   |   -1103.46611400   |   -1103.85458800
BDE49_nonexpt_2566_mol2   |   -644.26035800   |   -643.95451900   |   -644.26000000
BDE49_nonexpt_2567_mol1   |   -1105.00594900   |   -1104.60993900   |   -1105.00514800
BDE49_nonexpt_2567_mol2   |   -645.39925200   |   -645.08500500   |   -645.39744300
BDE49_nonexpt_2569_mol1   |   -986.50795700   |   -986.25499800   |   -986.50437500
BDE49_nonexpt_256_mol1   |   -1216.96098000   |   -1216.48559100   |   -1216.96128400
BDE49_nonexpt_256_mol2   |   -757.26408500   |   -756.86766200   |   -757.26441400
BDE49_nonexpt_2571_mol1   |   -1347.12374900   |   -1346.84592700   |   -1347.12476000
BDE49_nonexpt_2571_mol2   |   -887.53587200   |   -887.34058600   |   -887.53601300
BDE49_nonexpt_2572_mol1   |   -1368.18270900   |   -1367.88232300   |   -1368.18293700
BDE49_nonexpt_2573_mol1   |   -1293.21635000   |   -1292.98606100   |   -1293.21565600
BDE49_nonexpt_2574_mol1   |   -1368.17276000   |   -1367.87023600   |   -1368.17218800
BDE49_nonexpt_2575_mol1   |   -1690.80692100   |   -1690.51930400   |   -1690.80676200
BDE49_nonexpt_2575_mol2   |   -1231.21488000   |   -1231.00985200   |   -1231.21474900
BDE49_nonexpt_2576_mol1   |   -1729.89338700   |   -1729.56097200   |   -1729.89367200
BDE49_nonexpt_2576_mol2   |   -1270.29871000   |   -1270.04878700   |   -1270.29871200
BDE49_nonexpt_2577_mol1   |   -1407.24510500   |   -1406.90058800   |   -1407.24639100
BDE49_nonexpt_2578_mol1   |   -1519.14274600   |   -1518.68561600   |   -1519.14443600
BDE49_nonexpt_2578_mol2   |   -1059.55031500   |   -1059.17498700   |   -1059.55091100
BDE49_nonexpt_2579_mol1   |   -1444.21773500   |   -1443.83049200   |   -1444.21974700
BDE49_nonexpt_2579_mol2   |   -984.62495100   |   -984.31951800   |   -984.62608000
BDE49_nonexpt_257_mol1   |   -1076.64916100   |   -1076.33570900   |   -1076.64816900
BDE49_nonexpt_257_mol2   |   -616.96755600   |   -616.73262200   |   -616.96634400
BDE49_nonexpt_2580_mol1   |   -950.72969100   |   -950.49942500   |   -950.72973800
BDE49_nonexpt_2581_mol1   |   -989.80439100   |   -989.53071900   |   -989.80469000
BDE49_nonexpt_2581_mol2   |   -530.20604300   |   -530.01525600   |   -530.20607500
BDE49_nonexpt_2582_mol1   |   -1024.44475000   |   -1024.15461200   |   -1024.44429400
BDE49_nonexpt_2582_mol2   |   -564.85235900   |   -564.64513200   |   -564.85156600
BDE49_nonexpt_2583_mol1   |   -1025.61786200   |   -1025.31686900   |   -1025.61795400
BDE49_nonexpt_2584_mol1   |   -1064.70739800   |   -1064.36253800   |   -1064.70715800
BDE49_nonexpt_2585_mol1   |   -1163.93008000   |   -1163.47799300   |   -1163.93252900
BDE49_nonexpt_2585_mol2   |   -704.32909300   |   -703.95873700   |   -704.33054000
BDE49_nonexpt_2586_mol1   |   -1124.84535900   |   -1124.43584700   |   -1124.84692500
BDE49_nonexpt_2586_mol2   |   -665.24490800   |   -664.91770200   |   -665.24548700
BDE49_nonexpt_2587_mol1   |   -1124.86627500   |   -1124.45617700   |   -1124.86839600
BDE49_nonexpt_2587_mol2   |   -665.26745900   |   -664.93940400   |   -665.26848700
BDE49_nonexpt_2588_mol1   |   -1085.78194600   |   -1085.41453500   |   -1085.78264900
BDE49_nonexpt_2588_mol2   |   -626.18251300   |   -625.89768500   |   -626.18228800
BDE49_nonexpt_2589_mol1   |   -1159.55218900   |   -1159.12409900   |   -1159.55327800
BDE49_nonexpt_2589_mol2   |   -699.95773100   |   -699.61224700   |   -699.95856000
BDE49_nonexpt_258_mol1   |   -1175.59390900   |   -1175.19449700   |   -1175.59408200
BDE49_nonexpt_258_mol2   |   -715.91609300   |   -715.59516600   |   -715.91530800
BDE49_nonexpt_2592_mol1   |   -857.74264500   |   -857.60512200   |   -857.74273800
BDE49_nonexpt_2593_mol1   |   -966.68820400   |   -966.44703100   |   -966.68826100
BDE49_nonexpt_2594_mol1   |   -1005.77178900   |   -1005.48699500   |   -1005.77297500
BDE49_nonexpt_2595_mol1   |   -1178.78394900   |   -1178.32633900   |   -1178.78441100
BDE49_nonexpt_2595_mol2   |   -719.18946400   |   -718.81429400   |   -719.18946300
BDE49_nonexpt_2596_mol1   |   -1103.54805300   |   -1103.16476400   |   -1103.54899400
BDE49_nonexpt_2597_mol1   |   -1103.55137200   |   -1103.16856200   |   -1103.55292600
BDE49_nonexpt_259_mol1   |   -1115.74110000   |   -1115.38380600   |   -1115.74043000
BDE49_nonexpt_259_mol2   |   -656.05409700   |   -655.77541700   |   -656.05271600
BDE49_nonexpt_2601_mol1   |   -1201.55316500   |   -1201.06790900   |   -1201.55421300
BDE49_nonexpt_2602_mol1   |   -1201.55588700   |   -1201.07056700   |   -1201.55695900
BDE49_nonexpt_2603_mol1   |   -1291.22252900   |   -1290.66269600   |   -1291.22390300
BDE49_nonexpt_2604_mol1   |   -1291.23274700   |   -1290.67397000   |   -1291.23308500
BDE49_nonexpt_2605_mol1   |   -1240.36013000   |   -1239.83703900   |   -1240.36086600
BDE49_nonexpt_2606_mol1   |   -971.73202900   |   -971.48037000   |   -971.73243600
BDE49_nonexpt_2608_mol1   |   -1126.63146000   |   -1126.21619800   |   -1126.63203000
BDE49_nonexpt_2609_mol1   |   -1130.15556300   |   -1129.71957300   |   -1130.15591700
BDE49_nonexpt_2609_mol2   |   -670.55648300   |   -670.20265100   |   -670.55617100
BDE49_nonexpt_260_mol1   |   -731.71739400   |   -731.35947200   |   -731.71719000
BDE49_nonexpt_260_mol2   |   -272.01283700   |   -271.73343800   |   -272.01143600
BDE49_nonexpt_2610_mol1   |   -989.80179300   |   -989.52823800   |   -989.80252400
BDE49_nonexpt_2611_mol1   |   -1088.74558400   |   -1088.38602700   |   -1088.74642300
