Name E(HF/CBS) E(HF/aDZ) E(HF/aDZ-ACP_HF)
bse49_B-Cl_73_A -251.9732087540 -251.8946865600 -251.9736120235
bse49_B-Cl_73_AB -711.6164649350 -711.5207846400 -711.6165952417
bse49_B-Cl_74_A -441.4459565080 -441.2942625600 -441.4458289315
bse49_B-Cl_74_AB -901.0861655110 -900.9175990900 -901.0862230752
bse49_B-Cl_75_A -756.9728219550 -756.8669445000 -756.9728711102
bse49_B-Cl_75_AB -1216.6084375800 -1216.4848665800 -1216.6084252367
bse49_B-Cl_76_A -616.8017069740 -616.7327642500 -616.8017932995
bse49_B-Cl_76_AB -1076.4217231100 -1076.3355290900 -1076.4217480480
bse49_B-Cl_77_A -715.6987970420 -715.5955417700 -715.6987641909
bse49_B-Cl_77_AB -1175.3149726700 -1175.1947430600 -1175.3146129582
bse49_B-Cl_78_A -655.8567240150 -655.7756673400 -655.8569015520
bse49_B-Cl_78_AB -1115.4820638400 -1115.3836706800 -1115.4820694469
bse49_B-Cl_79_A -271.8228177300 -271.7339369600 -271.8230187728
bse49_B-Cl_79_AB -731.4656419530 -731.3597353700 -731.4658468908
bse49_B-Cl_7_A -982.7720316690 -982.7160359400 -982.7720263068
bse49_B-Cl_7_AB -1442.4057397700 -1442.3317049300 -1442.4057466147
bse49_B-Cl_80_A -820.5432822380 -820.3958885700 -820.5436120485
bse49_B-Cl_80_AB -1280.1780354100 -1280.0124752000 -1280.1780039181
bse49_B-Cl_81_A -1900.6270049700 -1900.5360749000 -1900.6268703897
bse49_B-Cl_81_AB -2360.2571772800 -2360.1482452600 -2360.2569820598
bse49_B-Cl_8_A -1441.7025315900 -1441.6291577700 -1441.7024985340
bse49_B-Cl_8_AB -1901.3362820800 -1901.2448539300 -1901.3361625408
bse49_B-Cl_9_A -2151.8834882400 -2151.7757032500 -2151.8832723263
bse49_B-Cl_9_AB -2611.5121167800 -2611.3866328100 -2611.5114653311
bse49_B-F_10_A -711.8114546090 -711.5995205400 -711.8109075738
bse49_B-F_10_AB -811.4354982150 -811.1816955900 -811.4353455613
bse49_B-F_11_A -513.8365433170 -513.7186727200 -513.8357711242
bse49_B-F_11_AB -613.4599958520 -613.3007982700 -613.4601309018
bse49_B-F_12_A -466.0976543950 -466.0273724600 -466.0977693311
bse49_B-F_12_AB -565.7220098430 -565.6094891400 -565.7219512169
bse49_B-F_13_A -544.2063408040 -544.1071558200 -544.2065575985
bse49_B-F_13_AB -643.8305797870 -643.6899077400 -643.8306954077
bse49_B-F_14_A -622.7546057110 -622.6722652600 -622.7544278391
bse49_B-F_14_AB -722.3828498120 -722.2588918900 -722.3827875475
bse49_B-F_15_A -1081.6857587600 -1081.5860562900 -1081.6856320172
bse49_B-F_15_AB -1181.3136505700 -1181.1721756400 -1181.3135834166
bse49_B-F_16_A -1540.6107829300 -1540.4934908400 -1540.6105938833
bse49_B-F_16_AB -1640.2375466300 -1640.0784404000 -1640.2374723476
bse49_B-F_17_A -241.9139555020 -241.8256901900 -241.9142482710
bse49_B-F_17_AB -341.5441524610 -341.4147475800 -341.5444240331
bse49_B-F_18_A -202.8660964860 -202.7893668400 -202.8663240533
bse49_B-F_18_AB -302.4965637130 -302.3785309300 -302.4966838445
bse49_B-F_19_A -280.9640542420 -280.8638281800 -280.9644525672
bse49_B-F_19_AB -380.5941083880 -380.4531130100 -380.5944722268
bse49_B-F_1_A -522.3440313450 -522.2736681900 -522.3441113546
bse49_B-F_1_AB -621.9685070020 -621.8559164300 -621.9687750232
bse49_B-F_20_A -280.9669631120 -280.8665379600 -280.9670614920
bse49_B-F_20_AB -380.5978427320 -380.4562624100 -380.5980602842
bse49_B-F_21_A -241.9167644350 -241.8280832200 -241.9167884764
bse49_B-F_21_AB -341.5468911900 -341.4172270200 -341.5470801022
bse49_B-F_23_A -690.9055412720 -690.7146593100 -690.9051287922
bse49_B-F_23_AB -790.5313652620 -790.2983852300 -790.5305964801
bse49_B-F_24_A -746.9751364420 -746.7652660700 -746.9753070693
bse49_B-F_24_AB -846.5994341470 -846.3467108300 -846.5995193380
bse49_B-F_25_A -312.4548752280 -312.3433276400 -312.4549772371
bse49_B-F_25_AB -412.0811066450 -411.9280230900 -412.0814351583
bse49_B-F_26_A -351.4935510300 -351.3680421400 -351.4934427828
bse49_B-F_26_AB -451.1198954480 -450.9528903300 -451.1199078381
bse49_B-F_27_A -765.9153534550 -765.6829916800 -765.9150974295
bse49_B-F_27_AB -865.5443986790 -865.2709798200 -865.5443099299
bse49_B-F_28_A -336.4483386820 -336.3240688000 -336.4485254506
bse49_B-F_28_AB -436.0751689720 -435.9091369000 -436.0755653343
bse49_B-F_29_A -201.6795003310 -201.6046485900 -201.6796140812
bse49_B-F_29_AB -301.3088624010 -301.1924157100 -301.3089021639
bse49_B-F_2_A -561.3926344870 -561.3080906100 -561.3928174441
bse49_B-F_2_AB -661.0156807330 -660.8892356400 -661.0157881298
bse49_B-F_30_A -200.4731194140 -200.3970221100 -200.4726241704
bse49_B-F_30_AB -300.1009229650 -299.9828530200 -300.1004422876
bse49_B-F_31_A -216.5293133020 -216.4507803900 -216.5290865840
bse49_B-F_31_AB -316.1572119020 -316.0363507900 -316.1570148250
bse49_B-F_32_A -614.0924735950 -613.9936121900 -614.0922037301
bse49_B-F_32_AB -713.7151689520 -713.5739724800 -713.7151356208
bse49_B-F_33_A -292.6115421730 -292.5080347000 -292.6117560589
bse49_B-F_33_AB -392.2405555640 -392.0958656200 -392.2410760335
bse49_B-F_34_A -331.6550864570 -331.5386233200 -331.6551535180
bse49_B-F_34_AB -431.2840448630 -431.1266103100 -431.2844757429
bse49_B-F_35_A -370.6968829140 -370.5678526300 -370.6969582819
bse49_B-F_35_AB -470.3234223810 -470.1533164600 -470.3236477569
bse49_B-F_36_A -614.1225645570 -614.0224606400 -614.1222711779
bse49_B-F_36_AB -713.7479715870 -713.6056737400 -713.7480341762
bse49_B-F_37_A -635.0856050190 -634.9794599600 -635.0853871735
bse49_B-F_37_AB -734.7120823210 -734.5647665700 -734.7125013599
bse49_B-F_38_A -786.0131028440 -785.7894884800 -786.0133954794
bse49_B-F_38_AB -885.6372981130 -885.3709236200 -885.6373618443
bse49_B-F_39_A -711.1163751970 -710.9290475300 -711.1163245778
bse49_B-F_39_AB -810.7401474270 -810.5102226600 -810.7401507442
bse49_B-F_3_A -199.7212170670 -199.6412297600 -199.7211272576
bse49_B-F_3_AB -299.3504927580 -299.2298063700 -299.3505528467
bse49_B-F_40_AB -356.3649966620 -356.2335714800 -356.3651181434
bse49_B-F_41_AB -317.3058307370 -317.1864537600 -317.3059590414
bse49_B-F_42_AB -356.3537014530 -356.2210710700 -356.3534595492
bse49_B-F_43_AB -395.4043240790 -395.2599046900 -395.4041221607
bse49_B-F_44_A -291.4522816840 -291.3435461700 -291.4522897513
bse49_B-F_44_AB -391.0786563890 -390.9285151600 -391.0788027915
bse49_B-F_45_A -291.4905059210 -291.3842533400 -291.4900631787
bse49_B-F_45_AB -391.1163652440 -390.9683658300 -391.1161561392
bse49_B-F_46_AB -392.1617025080 -392.0187940700 -392.1614733941
bse49_B-F_47_AB -431.2170815860 -431.0625530100 -431.2168282608
bse49_B-F_48_A -464.2886373460 -464.1277859300 -464.2883843702
bse49_B-F_48_AB -563.9152152950 -563.7128590600 -563.9150788651
bse49_B-F_49_A -388.5079275390 -388.3734773500 -388.5081098566
bse49_B-F_49_AB -488.1378048780 -487.9621888100 -488.1379505291
bse49_B-F_4_A -179.8719849560 -179.8022097100 -179.8724196203
bse49_B-F_4_AB -279.5000074530 -279.3890605300 -279.5006417929
bse49_B-F_50_A -505.6124812830 -505.4371629200 -505.6126443081
bse49_B-F_50_AB -605.2416557150 -605.0255209600 -605.2416511116
bse49_B-F_51_A -430.7246770420 -430.5749177000 -430.7245639600
bse49_B-F_51_AB -530.3535244370 -530.1629761600 -530.3533084612
bse49_B-F_52_A -391.6721007460 -391.5334153300 -391.6719565124
bse49_B-F_52_AB -491.3012023700 -491.1214048700 -491.3008429754
bse49_B-F_53_A -391.6905831980 -391.5542784800 -391.6903520194
bse49_B-F_53_AB -491.3204545460 -491.1433617300 -491.3203388202
bse49_B-F_54_A -352.6373135140 -352.5120481600 -352.6370825244
bse49_B-F_54_AB -452.2672694530 -452.1010297900 -452.2670966671
bse49_B-F_55_A -426.4644516800 -426.3084445100 -426.4643712575
bse49_B-F_55_AB -526.0928816570 -525.8958444100 -526.0929474864
bse49_B-F_56_AB -323.3598890560 -323.2227195600 -323.3599478346
bse49_B-F_59_A -233.6930761150 -233.6091031000 -233.6931758066
bse49_B-F_59_AB -333.2903296790 -333.1660045000 -333.2899940070
bse49_B-F_5_A -218.9120538750 -218.8297489800 -218.9122602903
bse49_B-F_5_AB -318.5394081620 -318.4160333500 -318.5395540374
bse49_B-F_60_A -272.7441814270 -272.6475722900 -272.7448141026
bse49_B-F_60_AB -372.3447397210 -372.2076925500 -372.3443298090
bse49_B-F_61_A -445.6691788930 -445.5092128400 -445.6691179469
bse49_B-F_61_AB -545.2990758130 -545.0986309200 -545.2991728321
bse49_B-F_62_AB -470.0312700920 -469.8700375400 -470.0313543515
bse49_B-F_63_AB -470.0355146970 -469.8742966500 -470.0354222434
bse49_B-F_64_AB -470.0290090590 -469.8673250200 -470.0291181573
bse49_B-F_65_AB -454.0357734610 -453.8777070300 -454.0358201682
bse49_B-F_66_AB -567.9672163770 -567.7714651000 -567.9671783681
bse49_B-F_67_AB -567.9686441030 -567.7730170200 -567.9687841256
bse49_B-F_68_AB -567.9723337530 -567.7766559200 -567.9724040099
bse49_B-F_69_AB -657.6010967390 -657.3824078500 -657.6010053099
bse49_B-F_6_A -257.9536355850 -257.8586878100 -257.9536313421
bse49_B-F_6_AB -357.5803987170 -357.4446293300 -357.5803749631
bse49_B-F_70_AB -657.5992765520 -657.3805155500 -657.5992222135
bse49_B-F_72_AB -606.7398472990 -606.5405828100 -606.7403964953
bse49_B-F_73_A -238.7567244560 -238.6626856400 -238.7563134968
bse49_B-F_73_AB -338.3853066630 -338.2505648900 -338.3850526875
bse49_B-F_74_AB -469.4128008630 -469.2490451500 -469.4126065048
bse49_B-F_75_AB -351.5976075660 -351.4781031800 -351.5976389465
bse49_B-F_76_AB -541.0747667970 -540.8822845000 -541.0744682691
bse49_B-F_77_A -396.9549311060 -396.8234041800 -396.9551105945
bse49_B-F_77_AB -496.5858156210 -496.4132363300 -496.5861322171
bse49_B-F_78_A -256.7737626100 -256.6800299400 -256.7742227058
bse49_B-F_78_AB -356.3944886090 -356.2596351800 -356.3942769658
bse49_B-F_79_A -295.8289902980 -295.7231976800 -295.8296482788
bse49_B-F_79_AB -395.4534022950 -395.3066256400 -395.4531615836
bse49_B-F_7_AB -427.9573388940 -427.7994217200 -427.9568211712
bse49_B-F_80_AB -371.4500719690 -371.3201255000 -371.4500963770
bse49_B-F_81_A -460.5257039520 -460.3518805300 -460.5259943232
bse49_B-F_81_AB -560.1543443810 -559.9386985100 -560.1545388163
bse49_B-F_8_A -262.7053420150 -262.6057023400 -262.7051445560
bse49_B-F_8_AB -362.3349779190 -362.1937644500 -362.3347682198
bse49_B-F_9_A -361.6071470800 -361.4712981800 -361.6073812561
bse49_B-F_9_AB -461.2361022920 -461.0584961600 -461.2362379154
bse49_B-P_10_A -420.0054428580 -419.9568982700 -420.0048976427
bse49_B-P_10_AB -445.8634392450 -445.8043128600 -445.8632349104
bse49_B-P_11_AB -750.0990458240 -749.9591842800 -750.0986652197
bse49_B-P_12_A -459.0542582040 -458.9939303200 -459.0537616158
bse49_B-P_12_AB -634.8529776500 -634.7307738600 -634.8531191624
bse49_B-P_13_AB -745.2656598660 -745.1127566600 -745.2651939227
bse49_B-P_15_AB -520.8340738110 -520.7490428100 -520.8343440728
bse49_B-P_17_AB -613.3904955530 -613.2902417100 -613.3902996565
bse49_B-P_18_AB -519.6373368640 -519.5564787400 -519.6373104892
bse49_B-P_1_A -459.0481440550 -458.9907786900 -459.0478967877
bse49_B-P_1_AB -484.9100579420 -484.8420824400 -484.9102829680
bse49_B-P_20_AB -613.3905561920 -613.2903929100 -613.3901176538
bse49_B-P_21_AB -1435.6341915500 -1435.5135310300 -1435.6342900562
bse49_B-P_21_B -1259.8408795300 -1259.7806533000 -1259.8403744800
bse49_B-P_22_A -119.9610856370 -119.9210872000 -119.9612112214
bse49_B-P_22_AB -461.9473567050 -461.8886194900 -461.9474876489
bse49_B-P_22_B -341.8925155130 -341.8742006100 -341.8923595212
bse49_B-P_23_AB -838.4321626850 -838.2492585000 -838.4325203483
bse49_B-P_24_AB -760.3327245020 -760.1728413900 -760.3325686120
bse49_B-P_25_AB -799.3810653250 -799.2100554700 -799.3813622910
bse49_B-P_26_A -498.0954128730 -498.0266279300 -498.0946902979
bse49_B-P_26_AB -598.9250543930 -598.8196216400 -598.9249510681
bse49_B-P_27_AB -820.2022139170 -820.0113236800 -820.2023697974
bse49_B-P_28_AB -519.5879288230 -519.5108706200 -519.5878725963
bse49_B-P_29_AB -459.5248801540 -459.4683582400 -459.5249366017
bse49_B-P_2_AB -750.0954207190 -749.9558860700 -750.0952199425
bse49_B-P_30_AB -597.3902984700 -597.2927382700 -597.3898826384
bse49_B-P_31_AB -710.1705878300 -710.0406878800 -710.1708383368
bse49_B-P_32_AB -636.4428252290 -636.3338955300 -636.4429035390
bse49_B-P_33_AB -675.5243928740 -675.4029622300 -675.5240507176
bse49_B-P_34_A -198.0405147010 -197.9744726100 -198.0402911511
bse49_B-P_34_AB -618.1239656430 -618.0108574200 -618.1243669919
bse49_B-P_35_A -535.9730769170 -535.8961307800 -535.9725530870
bse49_B-P_35_AB -561.8372574830 -561.7496910100 -561.8371928999
bse49_B-P_36_A -496.8949566880 -496.8291994300 -496.8947260567
bse49_B-P_36_AB -522.7571731870 -522.6808423200 -522.7571864357
bse49_B-P_37_A -575.0342455120 -574.9456728700 -575.0339121098
bse49_B-P_37_AB -600.8959182630 -600.7968207800 -600.8958486056
bse49_B-P_38_A -457.8442638150 -457.7881247900 -457.8439277375
bse49_B-P_38_AB -483.7064049240 -483.6396561700 -483.7065264766
bse49_B-P_39_AB -763.5862951000 -763.3837200400 -763.5861266059
bse49_B-P_39_B -539.7807132540 -539.6704304200 -539.7805525219
bse49_B-P_3_AB -634.8524305100 -634.7321803700 -634.8524612547
bse49_B-P_40_AB -675.5224185960 -675.4038028600 -675.5222726396
bse49_B-P_42_AB -721.2732280470 -721.1273473300 -721.2731827149
bse49_B-P_43_A -435.9937526190 -435.9452461000 -435.9936164149
bse49_B-P_43_AB -461.8558871050 -461.7968183900 -461.8560067277
bse49_B-P_44_A -380.9482944120 -380.9147665900 -380.9478682346
bse49_B-P_44_AB -406.8094345070 -406.7652411500 -406.8095711387
bse49_B-P_45_AB -445.8711778910 -445.8176548700 -445.8713919613
bse49_B-P_46_AB -484.9430284030 -484.8745123600 -484.9430996337
bse49_B-P_47_AB -633.6634117510 -633.5437574800 -633.6633127960
bse49_B-P_48_AB -480.5260164150 -480.4612276500 -480.5263403626
bse49_B-P_49_A -459.0465367010 -458.9893497100 -459.0460851437
bse49_B-P_49_AB -484.9078667980 -484.8402023300 -484.9078050877
bse49_B-P_4_A -419.9970994190 -419.9517678100 -419.9968276684
bse49_B-P_4_AB -595.8013839110 -595.6931014500 -595.8013709753
bse49_B-P_50_AB -367.7563206450 -367.7272464700 -367.7566839411
bse49_B-P_51_AB -422.8818127910 -422.8352182800 -422.8822093555
bse49_B-P_52_A -445.2859871520 -445.2356894200 -445.2853908242
bse49_B-P_52_AB -549.2911666510 -549.2052393300 -549.2901576331
bse49_B-P_53_AB -795.3559455790 -795.1760555500 -795.3555607426
bse49_B-P_54_AB -558.6600514700 -558.5709194400 -558.6601364911
bse49_B-P_55_AB -597.7224678230 -597.6210907900 -597.7221796700
bse49_B-P_56_A -532.7746575910 -532.6962800900 -532.7745532000
bse49_B-P_56_AB -636.7736244430 -636.6603299600 -636.7733923196
bse49_B-P_56_B -103.9023418820 -103.8676952700 -103.9022707121
bse49_B-P_57_AB -652.5308785700 -652.4193921700 -652.5309510217
bse49_B-P_59_AB -747.3341918900 -747.1849619900 -747.3339186594
bse49_B-P_5_AB -445.8588624880 -445.8029268200 -445.8590553030
bse49_B-P_60_AB -802.3903075000 -802.2246545600 -802.3899776010
bse49_B-P_61_AB -802.3946225640 -802.2291213400 -802.3944715734
bse49_B-P_62_AB -950.8994586220 -950.6896091500 -950.8988723741
bse49_B-P_63_AB -950.9002852460 -950.6905308100 -950.8997795231
bse49_B-P_64_AB -786.3838745520 -786.2231438800 -786.3837234855
bse49_B-P_65_AB -786.3871160360 -786.2258042200 -786.3869650621
bse49_B-P_66_AB -556.7510439780 -556.6544253600 -556.7508600498
bse49_B-P_67_AB -517.6955551700 -517.6131852300 -517.6955193441
bse49_B-P_68_AB -594.6066889150 -594.4995703300 -594.6065888840
bse49_B-P_69_AB -672.3614334000 -672.2381546300 -672.3612127943
bse49_B-P_70_AB -481.7782966990 -481.7077840200 -481.7782680021
bse49_B-P_71_AB -442.7257767910 -442.6698392700 -442.7259214549
bse49_B-P_73_AB -1166.8255693100 -1166.5231315200 -1166.8248824500
bse49_B-P_74_AB -1360.6610907000 -1360.5665678000 -1360.6611480500
bse49_B-P_75_AB -640.5945769500 -640.4503494500 -640.5948218102
bse49_B-P_76_AB -750.8381563730 -750.6868917000 -750.8379150304
bse49_B-P_77_A -457.8452204730 -457.7889961700 -457.8448632018
bse49_B-P_77_AB -633.6494126020 -633.5304858000 -633.6493069776
bse49_B-P_78_A -622.5357573540 -622.4292945900 -622.5355651011
bse49_B-P_78_AB -648.4013680580 -648.2844952000 -648.4015326156
bse49_B-P_79_AB -636.4649353740 -636.3557662300 -636.4649310976
bse49_B-P_7_AB -484.9117994000 -484.8410702200 -484.9116929556
bse49_B-P_80_AB -597.4122198560 -597.3177835400 -597.4122106773
bse49_B-P_82_AB -786.3848976020 -786.2244108300 -786.3848364698
bse49_B-P_83_AB -652.5106376480 -652.3973535100 -652.5106844080
bse49_B-P_84_A -571.8252626990 -571.7348167900 -571.8251083283
bse49_B-P_84_AB -597.6889503000 -597.5880702200 -597.6888546335
bse49_B-P_86_A -136.0049596220 -135.9596927400 -136.0053508107
bse49_B-P_86_AB -477.9916373060 -477.9278862500 -477.9917855550
bse49_B-P_87_AB -1180.2350014600 -1180.0688286900 -1180.2352593566
bse49_B-P_8_A -839.9264271300 -839.8728652500 -839.9257739009
bse49_B-P_8_AB -1015.7175489000 -1015.6019133900 -1015.7175482983
bse49_B-P_9_AB -595.8057322620 -595.6948798800 -595.8056370386
bse49_B-S_10_AB -1249.0471534300 -1248.8644906300 -1249.0471243952
bse49_B-S_11_A -1851.4880359900 -1851.3599879900 -1851.4884161343
bse49_B-S_11_AB -2672.5500699100 -2672.3807200700 -2672.5503614227
bse49_B-S_11_B -820.9638608200 -820.9181789600 -820.9636418839
bse49_B-S_12_AB -1164.0316363300 -1163.8864425700 -1164.0317916159
bse49_B-S_13_AB -1297.2904855100 -1297.2011149500 -1297.2903869642
bse49_B-S_14_A -873.7861325950 -873.7176238000 -873.7865781571
bse49_B-S_14_AB -1694.8441203400 -1694.7342044500 -1694.8440127409
bse49_B-S_15_AB -1861.9642890600 -1861.7123137800 -1861.9639701445
bse49_B-S_16_AB -1318.0620404600 -1317.9580021800 -1318.0619121789
bse49_B-S_16_B -496.9858216600 -496.9251929200 -496.9851935858
bse49_B-S_17_AB -1484.6324525500 -1484.4870880900 -1484.6328913134
bse49_B-S_18_A -501.4843167060 -501.4322962300 -501.4843893650
bse49_B-S_18_AB -899.7152851150 -899.6450016000 -899.7154598906
bse49_B-S_19_AB -424.0086980800 -423.9796969400 -424.0089316738
bse49_B-S_1_AB -1732.7043293500 -1732.5830898500 -1732.7041104367
bse49_B-S_20_AB -1161.9687994900 -1161.8208268700 -1161.9693565114
bse49_B-S_21_AB -1262.9240541100 -1262.7435913300 -1262.9245153777
bse49_B-S_22_AB -1165.1886855300 -1165.0393509900 -1165.1886585252
bse49_B-S_23_AB -1871.7045645500 -1871.5519369700 -1871.7046072471
bse49_B-S_24_A -554.3144309440 -554.2458976400 -554.3143367862
bse49_B-S_24_AB -1375.3913102300 -1375.2782719100 -1375.3910882781
bse49_B-S_25_AB -1336.3415142900 -1336.2405792800 -1336.3412994837
bse49_B-S_25_B -820.9654227270 -820.9201248600 -820.9656994759
bse49_B-S_26_AB -1143.0211169700 -1142.8844734700 -1143.0207625662
bse49_B-S_27_AB -1249.0518785700 -1248.8690334700 -1249.0519446750
bse49_B-S_28_AB -463.0558817210 -463.0121101400 -463.0557690893
bse49_B-S_29_AB -1258.2400101400 -1258.1620561600 -1258.2397706482
bse49_B-S_2_AB -1067.2529737900 -1067.1385807100 -1067.2526314337
bse49_B-S_30_A -834.7344352490 -834.6771750400 -834.7345502040
bse49_B-S_30_AB -1655.7933954600 -1655.6948196500 -1655.7931756343
bse49_B-S_30_B -820.9662544050 -820.9211758700 -820.9668850289
bse49_B-S_31_AB -1510.1927723200 -1510.0633930100 -1510.1927375007
bse49_B-S_32_A -1044.3293149100 -1044.1353157100 -1044.3285086530
bse49_B-S_32_AB -1268.1784006400 -1267.8918309300 -1268.1785625302
bse49_B-S_33_AB -1219.1910650400 -1219.1272906800 -1219.1910338733
bse49_B-S_34_AB -1616.7424572600 -1616.6580759900 -1616.7425780451
bse49_B-S_34_B -795.6809567030 -795.6386573200 -795.6812743328
bse49_B-S_35_AB -1561.6038329500 -1561.4397798200 -1561.6042989733
bse49_B-S_36_AB -1765.1660868600 -1764.9413761000 -1765.1664790462
bse49_B-S_37_A -588.9993076520 -588.9206504500 -588.9993891156
bse49_B-S_37_AB -1410.0735740700 -1409.9506063900 -1410.0738867238
bse49_B-S_38_A -628.0475861900 -627.9571770400 -628.0477454712
bse49_B-S_38_AB -1449.1231100400 -1448.9882557900 -1449.1232415738
bse49_B-S_39_AB -1205.2128148300 -1205.0497819500 -1205.2128647834
bse49_B-S_40_A -369.7793241340 -369.6568320200 -369.7792453673
bse49_B-S_40_AB -768.0162801520 -767.8759051500 -768.0165711193
bse49_B-S_41_A -947.5152364380 -947.4245918100 -947.5153986935
bse49_B-S_41_AB -1768.5798872700 -1768.4468346100 -1768.5794057184
bse49_B-S_42_AB -1448.8207910800 -1448.6900303100 -1448.8207803495
bse49_B-S_43_A -515.2633448990 -515.2066513400 -515.2631796187
bse49_B-S_45_AB -1249.0494194900 -1248.8664830200 -1249.0494505720
bse49_B-S_46_AB -1375.3821013400 -1375.2696240000 -1375.3815871679
bse49_B-S_47_A -2211.5186484900 -2211.4089078800 -2211.5190971321
bse49_B-S_47_AB -3032.5776131900 -3032.4269998600 -3032.5778622367
bse49_B-S_48_A -1131.4457656800 -1131.2786469700 -1131.4459332760
bse49_B-S_48_AB -1952.5064983900 -1952.2982289200 -1952.5066897822
bse49_B-S_49_AB -1165.1831278100 -1165.0338598400 -1165.1828414204
bse49_B-S_4_AB -1375.3923289700 -1375.2789948400 -1375.3923022076
bse49_B-S_50_A -553.1262734000 -553.0587617200 -553.1259657133
bse49_B-S_50_AB -776.9796721740 -776.8192559700 -776.9797653122
bse49_B-S_51_AB -907.7638824140 -907.5617246700 -907.7638532908
bse49_B-S_5_A -1491.4663215800 -1491.3187197200 -1491.4666662367
bse49_B-S_5_AB -2312.5270020200 -2312.3382903700 -2312.5272991348
bse49_B-S_6_A -857.0487516400 -857.0072916400 -857.0486286045
bse49_B-S_6_AB -1678.1203442100 -1678.0356181000 -1678.1205035435
bse49_B-S_7_AB -1985.1209230800 -1984.9699592500 -1985.1209866436
bse49_B-S_8_AB -1347.9374078500 -1347.7185423100 -1347.9375698357
bse49_B-S_9_AB -1347.9473832100 -1347.7286518900 -1347.9475442560
bse49_B-Si_10_AB -433.7020045300 -433.6281675700 -433.7023174539
bse49_B-Si_11_AB -698.8648106660 -698.7239921000 -698.8647617433
bse49_B-Si_12_A -407.8194657330 -407.7570610200 -407.8193446187
bse49_B-Si_12_AB -583.6343052810 -583.5096202800 -583.6347170286
bse49_B-Si_13_AB -694.0412345060 -693.8865513400 -694.0410312805
bse49_B-Si_14_A -368.7735962930 -368.7228898400 -368.7734163886
bse49_B-Si_14_AB -544.5882268620 -544.4749909200 -544.5885315589
bse49_B-Si_15_AB -469.6122319780 -469.5251168900 -469.6124487487
bse49_B-Si_16_AB -394.6389553510 -394.5788769800 -394.6390849738
bse49_B-Si_17_AB -468.4046286650 -468.3215015100 -468.4045758493
bse49_B-Si_18_AB -562.1559682520 -562.0544842400 -562.1556251600
bse49_B-Si_19_AB -562.1547005450 -562.0534444700 -562.1544140141
bse49_B-Si_1_A -407.8076037010 -407.7478764200 -407.8076979194
bse49_B-Si_1_AB -433.6691519280 -433.6000572200 -433.6693130677
bse49_B-Si_20_A -1247.7191276100 -1247.6440034300 -1247.7190588677
bse49_B-Si_20_AB -1423.5373764800 -1423.4008410100 -1423.5376073713
bse49_B-Si_21_AB -410.7085886010 -410.6479828000 -410.7089734393
bse49_B-Si_21_B -290.6463908740 -290.6258397800 -290.6464745890
bse49_B-Si_22_AB -787.2200344360 -787.0359737200 -787.2205027463
bse49_B-Si_23_AB -709.1246881290 -708.9631945300 -709.1247744395
bse49_B-Si_24_AB -748.1711571400 -747.9983974000 -748.1716106501
bse49_B-Si_25_A -621.5059981930 -621.3679252900 -621.5052491782
bse49_B-Si_25_AB -845.3443318180 -845.1156667400 -845.3444221991
bse49_B-Si_26_AB -748.1922054600 -748.0173672000 -748.1923877152
bse49_B-Si_27_AB -912.7056083180 -912.4814786300 -912.7060309183
bse49_B-Si_28_AB -951.7513064490 -951.5159472200 -951.7520092151
bse49_B-Si_29_A -382.4315449330 -382.3831318300 -382.4312597903
bse49_B-Si_29_AB -408.2994246560 -408.2412305200 -408.2992086496
bse49_B-Si_2_AB -698.8617207240 -698.7212483000 -698.8620054379
bse49_B-Si_30_AB -546.1553301940 -546.0568647200 -546.1554426900
bse49_B-Si_31_AB -585.2084912570 -585.0981383700 -585.2085666226
bse49_B-Si_32_AB -624.2897586460 -624.1667806600 -624.2895164186
bse49_B-Si_33_A -484.7309803280 -484.6518602800 -484.7309306721
bse49_B-Si_33_AB -510.5985450980 -510.5095767900 -510.5987276247
bse49_B-Si_34_A -445.6530038950 -445.5849972700 -445.6531419498
bse49_B-Si_34_AB -471.5175573210 -471.4398660200 -471.5178026662
bse49_B-Si_35_A -523.7917810360 -523.7009869100 -523.7918577104
bse49_B-Si_35_AB -549.6568824490 -549.5563879700 -549.6570191468
bse49_B-Si_36_A -406.6043318100 -406.5458489000 -406.6042130114
bse49_B-Si_36_AB -432.4703060160 -432.4020623200 -432.4701410155
bse49_B-Si_37_A -587.5894389790 -587.4291481300 -587.5895497030
bse49_B-Si_38_AB -624.2782203790 -624.1580404800 -624.2784523574
bse49_B-Si_39_AB -868.0174191700 -867.7775294700 -868.0176061983
bse49_B-Si_3_AB -583.6219945630 -583.4993643400 -583.6222674789
bse49_B-Si_40_AB -670.0561116060 -669.9086269100 -670.0562128588
bse49_B-Si_41_AB -394.6274377080 -394.5721886100 -394.6277263780
bse49_B-Si_42_AB -433.7096526170 -433.6393676300 -433.7097315325
bse49_B-Si_42_B -329.7100071790 -329.6740718400 -329.7099373361
bse49_B-Si_43_AB -582.4367760640 -582.3150348900 -582.4367555144
bse49_B-Si_44_AB -429.2780609780 -429.2119676900 -429.2782496236
bse49_B-Si_45_A -407.8042163950 -407.7448288400 -407.8042494901
bse49_B-Si_46_AB -316.5118516030 -316.4811794100 -316.5119480855
bse49_B-Si_47_AB -371.6431094880 -371.5945633300 -371.6435502796
bse49_B-Si_48_AB -744.1273325700 -743.9456084100 -744.1273269009
